external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
FS-M052,full-stack,mcq,html,medium,"Why does a div with role=""button"" still need a tabindex and key handler?",,,role is only for CSS,It does not need them,tabindex breaks the role,The role alone does not make it focusable or keyboard operable,D,"ARIA changes how it is announced, not how it behaves. Native elements are preferable precisely for this reason."
FS-M053,full-stack,mcq,accessibility,medium,What is the minimum WCAG AA contrast ratio for normal body text?,,,2:1,3:1,4.5:1,7:1,C,4.5:1 for normal text and 3:1 for large text; 7:1 is the AAA level.
FS-M054,full-stack,mcq,accessibility,medium,Why should focus be visible on interactive elements?,,,It looks better,Keyboard users cannot tell where they are without it,It improves SEO,It speeds up rendering,B,Removing the focus ring without replacing it makes keyboard navigation effectively impossible.
FS-M055,full-stack,scenario,accessibility,medium,A modal traps sighted users' attention but screen reader users can still tab into the page behind it. What is missing?,,,A close button,A darker overlay,Focus trapping and marking background content inert,A larger z-index,C,Visual layering is not semantic. Focus must be contained and the background removed from the accessibility tree.
FS-M056,full-stack,mcq,architecture,medium,What does horizontal scaling mean?,,,Adding more CPU to one server,Adding more database indexes,Splitting code into modules,Adding more machines rather than making one machine bigger,D,"Vertical scaling grows a single node; horizontal adds nodes, which requires stateless services."
FS-M057,full-stack,scenario,architecture,medium,Sessions are stored in each server's memory behind a load balancer and users are randomly logged out. Why?,,,Memory is too small,Requests land on a different instance that has no record of the session,The load balancer strips cookies,Sessions expire too quickly,B,In-memory sessions break horizontal scaling. Move them to a shared store or use signed stateless tokens.
FS-M058,full-stack,mcq,architecture,medium,What problem does a message queue solve between two services?,,,It reduces total work,It replaces the database,It decouples them so a slow or failed consumer does not block the producer,It encrypts messages,C,Buffering absorbs bursts and lets the consumer fail and recover without losing work.
FS-M059,full-stack,mcq,architecture,medium,What does at-least-once delivery require of the consumer?,,,That it acknowledge before processing,Nothing special,That it processes messages in order,"That it be idempotent, since duplicates will occur",D,"The guarantee permits redelivery, so handling the same message twice must be harmless."
FS-M060,full-stack,scenario,api,medium,Your API must support a breaking change to a response field. What is the safest approach?,,,Introduce a new version or a new field and deprecate the old one over time,Return both shapes randomly,Break it only for new clients,Change it and notify clients,A,Additive change plus a deprecation window lets clients migrate without a coordinated flag day.
FS-M061,full-stack,mcq,api,medium,Why return 422 rather than 400 for a semantically invalid but well-formed request?,,,400 is only for GET,It distinguishes malformed syntax from valid syntax that fails business rules,They are the same code,422 is faster,B,The distinction tells the client whether to fix its serialisation or its data.
FS-M062,full-stack,mcq,api,medium,What should a rate-limited response include?,,,403 with a redirect,429 with a Retry-After header,200 with an empty body,503 with no headers,B,429 names the condition and Retry-After tells a well-behaved client exactly when to come back.
FS-M063,full-stack,mcq,testing,medium,Why is a test that depends on the current date fragile?,,,Dates are slow to compute,It passes today and fails on a boundary such as a month end or leap day,Tests cannot read the clock,It uses too much memory,B,Time-dependent tests fail unpredictably. Inject a clock so time is a parameter.
FS-M064,full-stack,mcq,testing,medium,What is the main risk of mocking a dependency in a test?,,,It requires a database,The test becomes slower,"The mock can drift from the real behaviour, so the test passes while production breaks",Mocks cannot return values,C,"A mock encodes your belief about the dependency, and beliefs go stale."
FS-M065,full-stack,scenario,testing,medium,A flaky test fails about one run in twenty. What is the correct response?,,,Delete it,Investigate the race or shared state causing it,Increase every timeout,Retry it automatically and move on,B,Flakiness is usually a genuine concurrency or isolation bug. Auto-retry hides a real defect.
FS-M066,full-stack,mcq,git,medium,What does git rebase do that merge does not?,,,"Replays commits onto a new base, producing a linear history",Combines two files,Pushes to the remote,Deletes the source branch,A,"Rebase rewrites commits, which is why it should not be used on shared branches."
FS-M067,full-stack,mcq,git,medium,Why is force-pushing to a shared branch dangerous?,,,"It rewrites history others have based work on, causing lost commits",It requires admin rights,It deletes the remote,It is slower,A,Collaborators' local histories diverge from the rewritten remote and their work can be lost on the next pull.
FS-M068,full-stack,mcq,css,medium,What is the difference between grid and flexbox?,,,They are equivalent,Grid is two-dimensional; flexbox lays out along one axis,Flexbox is newer,Grid cannot be responsive,B,Grid controls rows and columns together; flexbox distributes along a single main axis.
FS-M069,full-stack,mcq,css,medium,Why does using rem for font sizes help accessibility?,,,It scales with the user's browser font-size preference,It supports more decimals,It works without a stylesheet,It renders faster,A,Fixed px sizes ignore a user who has increased their default text size.
FS-M070,full-stack,scenario,performance,medium,A dashboard renders 10000 rows and scrolling stutters badly. What is the standard fix?,,,Compress the JSON,Increase the row height,Virtualise the list so only visible rows are in the DOM,Add a loading spinner,C,DOM node count is the bottleneck. Windowing keeps it constant regardless of dataset size.
FS-M071,full-stack,mcq,performance,medium,Why can a debounce improve a search-as-you-type feature?,,,"It waits for typing to pause before issuing a request, cutting request volume",It sorts results,It compresses the query,It caches results,A,Firing on every keystroke wastes requests the user never intended and often races.
FS-M072,full-stack,mcq,performance,medium,What is the difference between debounce and throttle?,,,Throttle waits for quiet; debounce runs continuously,Debounce only works on scroll,Debounce waits for quiet; throttle allows at most one call per interval,They are the same,C,Debounce suits typing; throttle suits continuous events like scroll where periodic updates are wanted.
FS-M073,full-stack,debug,node,medium,Why might this handler send a response twice and crash?,if (!user) {\n  res.status(404).json({ error: 'not found' })\n}\nres.json(user),javascript,res.json cannot be called with undefined,The status code is wrong,404 must be sent last,"There is no return after the 404, so execution continues",D,"Without an early return both responses are attempted, and the second throws ERR_HTTP_HEADERS_SENT."
FS-M074,full-stack,debug,node,medium,Why does this async handler leave requests hanging on error?,"app.get('/x', async (req, res) => {\n  const data = await load()\n  res.json(data)\n})",javascript,The route needs a next parameter,"A rejected promise is unhandled, so no response is ever sent",await cannot be used in a route,res.json is asynchronous,B,"Without a try/catch or an async-aware error wrapper, the rejection escapes and the client waits until timeout."
FS-M075,full-stack,mcq,databases,medium,What does an optimistic locking version column prevent?,,,Duplicate rows,Deadlocks,One user's update silently overwriting another's concurrent change,Slow queries,C,"The update fails if the version has moved, so the conflict is surfaced rather than lost."
FS-M076,full-stack,mcq,databases,medium,Why is SELECT * in production code usually a poor idea?,,,It is invalid SQL,"It breaks when columns change, transfers unneeded data, and defeats covering indexes",It cannot use WHERE,It always locks the table,B,Naming columns makes the contract explicit and keeps the query stable as the schema evolves.
FS-M077,full-stack,scenario,databases,medium,A UNIQUE constraint is enforced only in application code and duplicates appear anyway. Why?,,,Unique constraints do not work in application code,The database rejected the check,The application is too slow,"Two concurrent requests both check, both find nothing, and both insert",D,Check-then-insert is a race. Only a database constraint is atomic against concurrency.
FS-M078,full-stack,mcq,security,medium,What does the principle of least privilege mean for a database user?,,,It should have admin rights for convenience,It should have only the permissions the application actually needs,It should be shared across services,It should be able to drop tables,B,Limiting rights bounds what a compromised application can do.
FS-M079,full-stack,mcq,security,medium,Why should error responses avoid stack traces in production?,,,They are slow to serialise,"They reveal internal structure, file paths and library versions to an attacker",They break JSON parsing,They are too long,B,"Detailed errors belong in logs, not in responses to untrusted callers."
FS-M080,full-stack,mcq,security,medium,What is the risk of a user-controlled redirect parameter?,,,An open redirect that lends your domain's credibility to a phishing page,Broken caching,Duplicate sessions,Slow navigation,A,Validate that the target is a path on your own origin before redirecting.
FS-M081,full-stack,mcq,typescript,medium,Why does TypeScript not protect against malformed API responses at runtime?,,,The compiler validates fetch calls,"Types are erased at compile time, so nothing checks the actual payload",It does protect against them,Only interfaces are erased,B,A declared response type is an assumption. Runtime validation with a schema library is what enforces it.
FS-M082,full-stack,mcq,typescript,medium,What does the satisfies operator give you over a type annotation?,,,Checks the value against a type while keeping its narrower inferred type,Runtime type checking,Faster compilation,Automatic type generation,A,An annotation widens the value to the declared type; satisfies validates without discarding the specifics.
FS-M083,full-stack,scenario,api,medium,Uploading a large file through your API causes memory spikes and occasional crashes. What is the fix?,,,Stream the upload to storage rather than buffering it in memory,Increase the request timeout,Compress the file client-side only,Reject files above 1MB,A,Buffering scales memory with file size and concurrency. Streaming keeps it bounded.
FS-M084,full-stack,mcq,api,medium,Why use presigned upload URLs to object storage?,,,They compress the file,"The file bypasses your servers entirely, removing them as a bandwidth bottleneck",They are required by S3,They encrypt the file,B,"The client uploads directly to storage with a scoped, time-limited credential."
FS-M085,full-stack,mcq,http,medium,What does the Vary response header tell a cache?,,,"Which request headers change the response, so it must key on them",Whether to compress,The response size,How long to store the response,A,Without Vary: Accept-Encoding a cache can serve a gzipped body to a client that cannot decode it.
FS-M086,full-stack,mcq,http,medium,What is the benefit of HTTP/2 multiplexing?,,,Many requests share one connection without head-of-line blocking at the HTTP layer,Responses are compressed more,Requests are encrypted twice,It removes the need for a CDN,A,It removes the per-connection request limit that made domain sharding necessary under HTTP/1.1.
FS-M087,full-stack,mcq,react,medium,Why can rendering a list without stable keys cause input values to appear on the wrong row?,,,"React reuses component instances by position, carrying uncontrolled state with them",Keys control CSS classes,The browser reorders the DOM,Inputs cannot be used in lists,A,"Without identity, React matches by index and the DOM node with its internal state stays put."
FS-M088,full-stack,mcq,react,medium,What is the difference between a controlled and uncontrolled input?,,,They are the same in React,Controlled inputs are read-only,Uncontrolled inputs cannot be submitted,A controlled input's value is driven by state; an uncontrolled one keeps its own DOM state,D,"Controlled inputs make React the single source of truth, at the cost of a render per keystroke."
FS-M089,full-stack,scenario,architecture,medium,A background job and a web request both update the same row and one change is silently lost. What is missing?,,,A faster database,More memory,A second index,A transaction with appropriate locking or a conditional update,D,Read-modify-write without locking or a version check loses one of two concurrent updates.
FS-M090,full-stack,mcq,architecture,medium,Why is a health check endpoint that only returns 200 often inadequate?,,,It is too fast,It reports the process is alive but not whether its dependencies work,It cannot be cached,It requires authentication,B,A useful readiness check verifies the database and other critical dependencies are reachable.
FS-H001,full-stack,debug,javascript,hard,This memoisation cache never hits. Why?,"const cache = new Map()\nfunction get(opts) {\n  if (cache.has(opts)) return cache.get(opts)\n  const v = compute(opts)\n  cache.set(opts, v)\n  return v\n}",javascript,The cache is never populated,"Map keys on object identity, and each call passes a freshly built object",Map cannot hold objects,compute is asynchronous,B,Two structurally identical objects are different keys. Key on a serialised form or a stable primitive.
FS-H002,full-stack,code_output,javascript,hard,What does this print?,"const o = {\n  v: 1,\n  get() { return this.v }\n}\nconst f = o.get\nconsole.log(f())",javascript,It throws a TypeError,null,1,undefined,A,"Detaching the method loses the receiver, so this is undefined in strict mode and reading .v throws."
FS-H003,full-stack,code_output,javascript,hard,What does this print?,async function f() { return 1 }\nconsole.log(f()),javascript,It throws,1,Promise { 1 },undefined,C,An async function always returns a promise; the value must be awaited or handled with .then.
FS-H004,full-stack,debug,javascript,hard,Why does this loop take 10 seconds instead of 1 second for ten 1-second requests?,for (const id of ids) {\n  await fetchItem(id)\n},javascript,await inside the loop serialises the requests,fetchItem is synchronous,for...of cannot be used with await,The requests are rate limited,A,Each iteration waits for the previous. Promise.all over the mapped promises runs them concurrently.
FS-H005,full-stack,scenario,javascript,hard,Promise.all over 5000 URLs exhausts file descriptors and fails. What is the right fix?,,,Bound concurrency with a pool that runs a fixed number at a time,Use Promise.allSettled instead,Increase the timeout,Retry the whole batch,A,"allSettled changes error handling, not concurrency. The problem is unbounded parallelism."
FS-H006,full-stack,scenario,databases,hard,A query is fast in staging and slow in production with the same schema. What is the most likely cause?,,,The index does not exist in production,Staging uses a different SQL dialect,Production data volume and distribution give the planner a different plan,The production server is misconfigured,C,Query plans depend on table statistics. Explain the query against production-shaped data before assuming a config problem.
FS-H007,full-stack,mcq,databases,hard,Why can adding an index sometimes make a query slower?,,,It increases row size,Indexes always help reads,The planner may choose it over a better sequential scan when a large fraction of rows match,Indexes lock the table,C,"For low-selectivity predicates, random index lookups plus heap fetches cost more than a straight scan."
FS-H008,full-stack,mcq,databases,hard,What is a phantom read?,,,A deadlocked read,Reading uncommitted data,The same row returning different values on re-read,A query returning rows that were not there on a previous identical query in the same transaction,D,New rows matching the predicate appear. Serializable isolation or predicate locking prevents it.
FS-H009,full-stack,scenario,databases,hard,You must add a NOT NULL column to a 50-million-row table with zero downtime. What is the safe sequence?,,,"Add nullable, backfill in batches, then add the constraint with validation",Recreate the table and swap,Lock the table and update everything,ALTER TABLE with NOT NULL directly,A,A direct NOT NULL add rewrites and locks the table. Batched backfill keeps each transaction short.
FS-H010,full-stack,mcq,databases,hard,Why does a long-running transaction hurt a Postgres database even if it only reads?,,,"It prevents vacuum from reclaiming dead rows, causing bloat",It consumes all connections,It disables indexes,It holds a write lock,A,The oldest open snapshot pins row versions that vacuum cannot remove.
FS-H011,full-stack,scenario,architecture,hard,Two instances of a cron job run simultaneously after a deploy and process the same records twice. What prevents this?,,,Adding more instances,A distributed lock or a database claim with a conditional update,Running the job less often,Increasing the timeout,B,Only an atomic claim guarantees exactly one worker takes a record.
FS-H012,full-stack,mcq,architecture,hard,Why is exactly-once delivery generally impossible in a distributed system?,,,Queues have limited size,Clocks are not synchronised,Networks are too slow,A sender cannot distinguish a lost message from a lost acknowledgement,D,The ambiguity forces a choice between retrying (at-least-once) and not (at-most-once). Idempotent consumers give effectively-once.
FS-H013,full-stack,mcq,architecture,hard,What does a circuit breaker do?,,,Load balances requests,Encrypts service traffic,Stops calling a failing dependency for a period so it can recover and callers fail fast,Retries indefinitely,C,Continuing to hammer a struggling service turns a partial outage into a cascading one.
FS-H014,full-stack,scenario,architecture,hard,"All clients retry a failed service at exactly 1 second, and it collapses again each time it recovers. What is missing?",,,Jitter in the retry backoff,A longer fixed delay,More retries,A larger connection pool,A,Synchronised retries produce a thundering herd. Randomised exponential backoff spreads the load.
FS-H015,full-stack,mcq,architecture,hard,Why is a read-your-own-writes guarantee hard with read replicas?,,,Replicas are slower,Replication lag means a user's own write may not yet be visible on the replica they read from,Replicas reject reads,Writes are cached,B,Routing a user's reads to the primary for a window after their write is the usual mitigation.
FS-H016,full-stack,mcq,security,hard,Why must a password reset token be compared in constant time?,,,To support Unicode,To avoid timing side channels that leak how much of the token matched,To make it faster,To prevent SQL injection,B,Early-exit comparison leaks position information that can be exploited over many requests.
FS-H017,full-stack,scenario,security,hard,Your login endpoint returns 'user not found' or 'wrong password'. Why is that a problem?,,,It is slower,It breaks the client,It is not a problem,It enumerates which email addresses have accounts,D,Distinct messages let an attacker build a list of valid accounts. Return one generic failure.
FS-H018,full-stack,mcq,security,hard,What does SameSite=Strict break that Lax does not?,,,All POST requests,HTTPS,Cookies on same-site requests,"The cookie on a normal inbound link from another site, so the user appears logged out",D,"Strict withholds the cookie even on top-level navigation, which is why Lax is the common default."
FS-H019,full-stack,mcq,security,hard,Why is a JWT with alg set to none dangerous if accepted?,,,It expires immediately,It is too large,"The signature is skipped entirely, so anyone can forge any claims",It cannot be parsed,C,Libraries must pin the expected algorithm; accepting the token's own claim about its algorithm is a classic bypass.
FS-H020,full-stack,scenario,security,hard,An endpoint accepts a userId parameter and returns that user's data with only an authentication check. What is the flaw?,,,Missing rate limiting,Weak encryption,Missing CORS headers,Broken object level authorisation: any logged-in user can read any other user's data,D,Authentication proves who you are; authorisation must prove you may access that specific object.
FS-H021,full-stack,mcq,security,hard,Why does hashing a password with a per-user salt defeat rainbow tables?,,,The salt makes the hash shorter,"Each password produces a different hash, so precomputed tables cannot be reused",The salt encrypts the password,It slows the hash function,B,Precomputation only pays off across many users; a unique salt forces per-user work.
FS-H022,full-stack,debug,react,hard,This causes an infinite render loop. Why?,"const [data, setData] = useState({})\nuseEffect(() => {\n  setData({ ...data, ready: true })\n}, [data])",javascript,Spread is not allowed in state,"A new object identity each run makes the dependency always differ, retriggering the effect",setData cannot be called in an effect,The dependency array must be empty,B,"Object identity changes every time, so the dependency comparison never sees equality."
FS-H023,full-stack,scenario,react,hard,"A component fetches on mount and sets state, but unmounting fast produces a warning and a possible stale write. What is the fix?",,,Abort the request in the effect cleanup or guard the state write,Remove the dependency array,Use a class component,Fetch in the render body,A,The cleanup function is where in-flight work must be cancelled so a resolved promise cannot write to a dead component.
FS-H024,full-stack,mcq,react,hard,Why can two rapid state updates in React 18 result in a single render?,,,State updates are queued for one second,Only one setState is allowed per handler,Renders are throttled by the browser,React batches updates within the same event and across async boundaries,D,"Automatic batching extends beyond event handlers, so multiple updates collapse into one render pass."
FS-H025,full-stack,mcq,performance,hard,Why does reading offsetHeight immediately after changing a style cause layout thrashing?,,,It forces a synchronous reflow to compute the value,It allocates memory,It triggers a network request,It invalidates the cache,A,"Alternating writes and reads in a loop forces the browser to recompute layout each iteration. Batch reads, then writes."
FS-H026,full-stack,mcq,performance,hard,Why does animating top and left perform worse than transform?,,,transform is hardware accelerated and skips layout and paint,top and left are deprecated,transform uses less memory,top and left require JavaScript,A,Layout-affecting properties force reflow every frame; transform and opacity can be composited on the GPU.
FS-H027,full-stack,scenario,performance,hard,Time to First Byte is good but Largest Contentful Paint is poor. Where should you look?,,,Database query time,Server CPU,DNS resolution,"Render-blocking resources, font loading and the critical rendering path",D,"The server responded quickly, so the delay is in what the browser must do before painting the main content."
FS-H028,full-stack,mcq,caching,hard,Why is a cache key that omits the user identity dangerous on a personalised endpoint?,,,One user's response can be served to another,The cache fills too quickly,Responses become larger,It breaks compression,A,"Cache poisoning across users is a data leak, and shared caches will do exactly this."
FS-H029,full-stack,mcq,caching,hard,What is the difference between write-through and write-behind caching?,,,Write-behind is always safer,Write-through skips the cache,Write-through updates cache and store synchronously; write-behind defers the store write,They are identical,C,Write-behind is faster but risks losing writes if the cache fails before flushing.
FS-H030,full-stack,code_output,sql,hard,"With 5 employees and 2 departments where one department has no employees, how many rows does this return?","SELECT d.name, COUNT(e.id)\nFROM departments d\nLEFT JOIN employees e ON e.dept_id = d.id\nGROUP BY d.name",sql,5,2,6,1,B,"Grouping by department gives one row per department, including the empty one with a count of 0."
FS-H031,full-stack,debug,sql,hard,Why does this return 0 for departments with no employees instead of excluding them?,"SELECT d.name, COUNT(e.id)\nFROM departments d\nLEFT JOIN employees e ON e.dept_id = d.id\nGROUP BY d.name",sql,LEFT JOIN excludes unmatched rows,GROUP BY removes NULLs,"COUNT(e.id) ignores NULLs from the outer join, so empty groups count 0",COUNT(*) and COUNT(col) are identical,C,COUNT(*) would return 1 for those rows because it counts rows rather than non-null values.
FS-H032,full-stack,mcq,sql,hard,Why does adding a WHERE clause on the right table turn a LEFT JOIN into an INNER JOIN?,,,It does not,The filter runs after the join and discards the NULL-extended rows,WHERE is not allowed with LEFT JOIN,The planner rewrites the query,B,Put the condition in the ON clause if unmatched left rows should be preserved.
FS-H033,full-stack,mcq,sql,hard,What does SELECT ... FOR UPDATE do?,,,Marks rows for deletion,Locks the selected rows so concurrent transactions must wait,Updates the rows immediately,Creates an index,B,It is how you make a read-modify-write atomic against concurrent writers.
FS-H034,full-stack,scenario,api,hard,A webhook receiver occasionally processes the same event twice. Which design handles this correctly?,,,Reject events arriving within one second of each other,Trust the provider not to duplicate,Process only the first event per minute,Store the provider's event id and ignore events already recorded,D,Deduplicating on the event id is the only approach that is correct regardless of timing.
FS-H035,full-stack,mcq,api,hard,Why should a webhook endpoint verify a signature rather than just an IP allow-list?,,,IP checks are deprecated,Signatures encrypt the payload,IPs change and can be spoofed; a signature proves payload authenticity and integrity,Signatures are faster,C,"The signature binds the sender to the exact body, which an address check cannot do."
FS-H036,full-stack,mcq,typescript,hard,Why does a type predicate function like isUser(x): x is User need care?,,,The compiler trusts the assertion without verifying the runtime check matches it,Predicates cannot be used in conditions,It slows compilation,It requires a class,A,"A wrong predicate silently lies to the type system, which is worse than no type at all."
FS-H037,full-stack,mcq,typescript,hard,What causes 'Type instantiation is excessively deep' errors?,,,A missing tsconfig,Using any,Recursive conditional or mapped types exceeding the compiler's depth limit,Too many files,C,Deeply recursive type-level computation hits an internal recursion guard.
FS-H038,full-stack,scenario,architecture,hard,You must migrate 50000 users to a new schema during a live event with no downtime. What is the safest approach?,,,Copy the database and swap,"Dual-write to both schemas, backfill, verify, then cut reads over",Take a maintenance window,Migrate during the event and hope,B,Dual-write plus backfill keeps both representations correct so the read cutover is reversible.
FS-H039,full-stack,mcq,observability,hard,Why is a p99 latency more informative than a mean for a user-facing API?,,,p99 is easier to compute,The mean is always wrong,p99 ignores outliers,The mean hides a slow tail that a substantial number of real users experience,D,"At 50000 users, a 1% tail is 500 people having a bad time that the average conceals."
FS-H040,full-stack,mcq,observability,hard,Why is a correlation id propagated across services essential in a distributed system?,,,It reduces log volume,It replaces metrics,It links the log lines of one request across every service that handled it,It encrypts the logs,C,"Without it, reconstructing a single failed request from interleaved logs is guesswork."
