external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
CD-M055,cloud-devops,mcq,observability,medium,What does high cardinality mean for a metrics system?,,,Many dashboards,"Many distinct label combinations, each creating a separate time series",High sample frequency,Long retention,B,Putting a user id in a label is the classic way to overwhelm a metrics backend.
CD-M056,cloud-devops,mcq,observability,medium,Why is sampling used in distributed tracing?,,,Tracing every request would be prohibitively expensive to store and process,Traces are unreliable,It improves accuracy,Sampling is not used,A,"Tail-based sampling keeps the interesting traces, such as errors and slow requests."
CD-M057,cloud-devops,scenario,incident,medium,A service is degraded and you have a fix and a rollback available. Which do you do first?,,,Wait for more data,Scale up,"Roll back to restore service, then investigate and fix properly",Deploy the fix immediately,C,"Mitigate first, diagnose second. A fix under pressure is a fix without review."
CD-M058,cloud-devops,mcq,incident,medium,Why is a single incident commander role useful during a major outage?,,,It speeds up the fix directly,It provides one decision point and prevents duplicated or conflicting actions,It reduces headcount,It assigns blame,B,Coordination failure extends outages more often than technical difficulty does.
CD-M059,cloud-devops,mcq,incident,medium,"Why should a postmortem record the timeline of what people believed, not only what was true?",,,It is required,Beliefs are irrelevant,The gap between the two shows where signals or documentation failed,It makes the document longer,C,"The improvement usually lies in what was hard to see, not in what was hard to fix."
CD-M060,cloud-devops,mcq,security,medium,Why should CI credentials be scoped per environment?,,,It is a naming convention,A compromised build cannot then reach production from a staging pipeline,It speeds up jobs,Credentials expire faster,B,Blast radius is the whole point of scoping.
CD-M061,cloud-devops,mcq,security,medium,Why prefer short-lived OIDC federation over long-lived cloud keys in CI?,,,Keys cannot be rotated,The credential exists only for the job and cannot leak as a permanent secret,It is faster,It costs less,B,Static keys in CI settings are among the most commonly leaked credentials.
CD-M062,cloud-devops,scenario,security,medium,A container image scan reports 40 vulnerabilities in the base image. What is the most effective response?,,,Ignore them,Patch each package individually,Disable scanning,Move to a smaller or updated base image so most of them disappear at once,D,A slim or distroless base removes whole categories of unused packages.
CD-M063,cloud-devops,mcq,backup,medium,Why is a database replica not a backup?,,,Replicas are too slow,Replicas cannot be read,It is a backup,It faithfully replicates deletions and corruption too,D,"A replica protects against hardware failure, not against a bad migration or an accidental DELETE."
CD-M064,cloud-devops,mcq,backup,medium,What is point-in-time recovery?,,,Restoring a single table,Restoring to a new region,Restoring a database to any moment within a retention window,Restoring the newest backup,C,It combines a base backup with the write-ahead log to roll forward to a chosen instant.
CD-M065,cloud-devops,scenario,backup,medium,You need to restore after an accidental DELETE ten minutes ago. Nightly backups only. What is the consequence?,,,Restoration is impossible,"Up to a day of data loss, because the RPO is set by the backup frequency","No loss, backups are continuous",Ten minutes of loss,B,This is exactly the gap point-in-time recovery is meant to close.
CD-M066,cloud-devops,mcq,cdn,medium,Why does caching a personalised page at a CDN risk a data leak?,,,CDNs cannot cache HTML,It slows the origin,It does not,One user's response can be served to another unless the cache key includes identity,D,Cache-Control private and correct Vary headers are the controls.
CD-M067,cloud-devops,mcq,cdn,medium,What does cache purging at a CDN accomplish?,,,Reducing bandwidth,Increasing the TTL,Forcing edges to fetch fresh content before the TTL expires,Deleting the origin file,C,Content-hashed filenames avoid needing purges at all for static assets.
CD-M068,cloud-devops,mcq,load-testing,medium,Why should a load test use realistic think time between requests?,,,It reduces cost,Zero think time produces a request pattern no real user population generates,It slows the test,Tools require it,B,Otherwise you measure maximum throughput rather than behaviour at realistic concurrency.
CD-M069,cloud-devops,mcq,load-testing,medium,Why should load tests ramp up rather than start at full load?,,,Tools cannot start at full load,It reduces cost,"Ramping reveals the point at which latency degrades, not just whether it survives",It is gentler on the hardware,C,The knee of the curve is the number you actually need.
CD-M070,cloud-devops,scenario,load-testing,medium,A load test passes against a copy of production with a tenth of the data. Why is the result untrustworthy?,,,The test tool was misconfigured,It is trustworthy,Query plans and cache behaviour change with data volume,Copies are always wrong,C,The planner chooses different strategies at different table sizes.
CD-M071,cloud-devops,mcq,load-testing,medium,Why must a load test include the authentication flow if real users will authenticate?,,,It makes the test longer,Tools require credentials,Authentication is never a bottleneck,The identity provider or token issuance is often the first bottleneck,D,A test that skips login can pass while the real event fails at the front door.
CD-M072,cloud-devops,mcq,capacity,medium,Why is total registered users a poor capacity planning input on its own?,,,It is the only input needed,"Peak concurrency, not the total, determines the capacity you need",Totals are hard to measure,Users never return,B,50000 registered over three days is a very different system from 50000 in ten minutes.
CD-M073,cloud-devops,scenario,capacity,medium,An event expects 5000 students to start an exam within five minutes. What is the peak write rate to plan for?,,,17 per minute,It cannot be estimated,"Roughly 17 exam starts per second, plus their subsequent autosaves",5000 per second,C,"5000 divided by 300 seconds is about 17 per second, which is an ordinary rate that still needs a short transaction."
CD-M074,cloud-devops,mcq,capacity,medium,Why does a short transaction matter more than a fast one under a unique constraint?,,,It does not matter,Fast and short are the same,"Concurrent inserts on the same key serialise, so lock hold time bounds throughput",Short transactions use less memory,C,Doing PDF generation or an email send inside that transaction turns a fast constraint into a queue.
CD-M075,cloud-devops,mcq,reliability,medium,What does a bulkhead pattern do?,,,Encrypts service traffic,Retries failed requests,Load balances,Isolates resource pools so one failing dependency cannot consume all capacity,D,A shared thread pool means one slow downstream can starve every other request path.
CD-M076,cloud-devops,mcq,reliability,medium,Why must retries have a cap and a backoff?,,,Retries are always harmful,Backoff improves latency,Caps are a convention,Unbounded retries amplify load on an already failing service,D,Retry storms turn a partial degradation into a full outage.
CD-M077,cloud-devops,mcq,reliability,medium,Why should a timeout always be set on an outbound call?,,,It is required by HTTP,Defaults are always sensible,Without one a hung dependency holds resources until the whole service is exhausted,Timeouts speed up calls,C,"Default timeouts are often minutes or infinite, which is a slow-motion outage."
CD-M078,cloud-devops,mcq,reliability,medium,Why should a client timeout be shorter than the server's own processing budget?,,,It is arbitrary,"Otherwise the client gives up while the server keeps working, wasting capacity",Servers ignore timeouts,It reduces latency,B,Coordinated timeout budgets across a call chain prevent orphaned work.
CD-M079,cloud-devops,mcq,config,medium,Why should configuration differ from code deployment?,,,Code changes are slower,They should not differ,A config change can be applied without rebuilding and redeploying the artefact,Config cannot be versioned,C,The same artefact must run in every environment with only its configuration changing.
CD-M080,cloud-devops,mcq,config,medium,Why should an application fail fast at startup when required configuration is missing?,,,The failure surfaces at deploy rather than on the first request that needs it,It saves memory,It is faster,Defaults are safer,A,A missing variable discovered mid-event is far more expensive than a failed deploy.
CD-M081,cloud-devops,mcq,serverless,medium,Why can a serverless function's cold start be worse with a large deployment package?,,,It has no effect,Packages are cached forever,More code must be fetched and initialised before the first request is handled,Large packages are rejected,C,Trimming dependencies and lazy-importing heavy modules both help.
CD-M082,cloud-devops,mcq,serverless,medium,Why is a module-level database connection in a serverless function usually correct?,,,It is reused across invocations on a warm instance instead of reconnecting each time,Connections cannot be made inside handlers,It reduces cost,It is incorrect,A,"It must still be paired with a pooler, since instance count is unbounded."
CD-M083,cloud-devops,mcq,kubernetes,medium,What does a horizontal pod autoscaler need to function?,,,A StatefulSet,A service mesh,Persistent volumes,A metrics source and resource requests defined on the pods,D,"Without requests, utilisation cannot be computed as a percentage of anything."
CD-M084,cloud-devops,mcq,kubernetes,medium,Why does a pod stuck in Pending usually indicate a scheduling problem?,,,The image is missing,The container crashed,The probe failed,"No node satisfies its resource requests, affinity or taints",D,kubectl describe pod lists the exact reasons the scheduler rejected each node.
CD-M085,cloud-devops,mcq,git,medium,Why should CI verify the lockfile is in sync with the manifest?,,,An out-of-date lockfile means production installs different versions than were tested,Lockfiles slow builds,It is a style rule,Lockfiles cannot drift,A,It is the difference between a reproducible build and an approximate one.
CD-M086,cloud-devops,mcq,dns,medium,Why does a CNAME at the zone apex cause problems?,,,CNAMEs are deprecated,It is too slow,Apex records cannot be cached,"The apex must also hold other records such as NS and SOA, which a CNAME forbids",D,Providers offer ALIAS or ANAME records to work around this.
CD-M087,cloud-devops,mcq,tls,medium,Why does an expired TLS certificate cause a total outage rather than a warning?,,,It shows a warning only,Browsers and API clients refuse the connection outright,It only affects old clients,It slows the handshake,B,Automated renewal with monitoring on the expiry date is essential.
CD-M088,cloud-devops,scenario,tls,medium,Your API works in the browser but a mobile client fails TLS. What is a likely cause?,,,Mobile clients cannot use TLS,An incomplete certificate chain that browsers repair but stricter clients do not,The certificate is expired,The domain is wrong,B,Browsers often fetch missing intermediates; other clients do not.
CD-M089,cloud-devops,mcq,environments,medium,Why should staging resemble production in shape rather than only in code?,,,Shape is irrelevant,"Bugs that depend on data volume, concurrency and configuration only appear at production shape",Staging must be identical in cost,It is a compliance rule,B,A staging environment with 100 rows tests almost nothing about scale.
CD-M090,cloud-devops,mcq,environments,medium,Why is testing a migration against a production-sized copy important?,,,Migrations are always fast,Copies are cheaper,It is unnecessary,Lock duration and runtime scale with table size and can cause an outage,D,A migration that takes 200ms on 1000 rows can take 20 minutes and a lock on 50 million.
CD-H001,cloud-devops,scenario,reliability,hard,A service recovers from an outage and immediately collapses again as every client reconnects at once. What is the fix?,,,Randomised exponential backoff plus connection rate limiting on the server,A longer fixed retry delay,More replicas,Increasing the timeout,A,Synchronised retries produce a thundering herd that prevents recovery.
CD-H002,cloud-devops,mcq,reliability,hard,Why can a retry on a non-idempotent write cause data corruption?,,,Writes cannot time out,The database prevents it,"A timeout may mean the write succeeded, so the retry applies it twice",Retries are always safe,C,Ambiguous failures are why idempotency keys exist for state-changing operations.
CD-H003,cloud-devops,mcq,reliability,hard,What does a half-open circuit breaker state do?,,,Restarts the service,Lets a limited number of trial requests through to test whether the dependency recovered,Blocks all traffic,Allows all traffic,B,It avoids both permanent blocking and a full-force retry that re-breaks the dependency.
CD-H004,cloud-devops,scenario,reliability,hard,Service A calls B calls C. C slows to 5 seconds and A exhausts its thread pool. What pattern would have contained this?,,,More threads in A,Retrying C faster,Caching C's responses,"Bulkheads with per-dependency pools, plus timeouts shorter than A's own budget",D,Shared resource pools are how one slow dependency takes down an unrelated request path.
CD-H005,cloud-devops,mcq,reliability,hard,Why is a cascading failure often worse than the original fault?,,,Retries and timeouts propagate load and failure outward faster than the fault spreads,The fault duplicates itself,Monitoring stops working,It is not worse,A,Load shedding and circuit breaking exist to stop the amplification.
CD-H006,cloud-devops,scenario,databases,hard,"Under load, connection count hits the pooler's limit and requests queue while database CPU sits at 20%. What is the diagnosis?",,,Network latency,"Connections are held too long, likely by long transactions or slow external calls inside them",The database is undersized,The pool is too large,B,Idle-in-transaction connections consume slots without consuming CPU.
CD-H007,cloud-devops,mcq,databases,hard,Why can adding read replicas fail to improve a read-heavy workload?,,,"If reads require freshness they must go to the primary, so replicas take no load",Replicas are slower,Replicas cannot serve reads,It always improves it,A,Read-your-own-writes requirements route traffic back to the primary.
CD-H008,cloud-devops,mcq,databases,hard,Why does a transaction-mode pooler break server-side prepared statements?,,,Prepared statements need session mode only for speed,The connection can change between statements so the prepared plan may not exist,Prepared statements are deprecated,It does not,B,Client libraries must disable statement preparation or use a compatible protocol mode.
CD-H009,cloud-devops,scenario,kubernetes,hard,"Pods are evicted repeatedly and nodes show memory pressure, but each pod is within its limit. What is likely wrong?",,,The scheduler is broken,The image is too large,"Requests are set far below actual usage, so the node is overcommitted",Limits are too high,C,The scheduler packs by requests; real usage exceeding them exhausts the node.
CD-H010,cloud-devops,mcq,kubernetes,hard,Why can a CPU limit cause latency spikes even when average utilisation is low?,,,CFS throttling stalls the container once it exhausts its quota within a period,Limits do not affect CPU,The node is oversubscribed,It cannot,A,Bursty workloads hit the quota within a 100ms window while looking idle on average.
CD-H011,cloud-devops,mcq,kubernetes,hard,Why does a terminating pod need a preStop hook or grace period tuning?,,,It is not needed,"Endpoint removal and SIGTERM race, so in-flight requests can be dropped",Pods terminate instantly,It reduces restart time,B,A short sleep before shutdown lets the endpoint removal propagate first.
CD-H012,cloud-devops,scenario,deployment,hard,A migration must run before the new code but the old code still runs during the rollout. What is the safe pattern?,,,Run the migration after deploying,Take downtime,Deploy both at once,"Expand: make the schema change additive and backwards compatible, deploy, then contract later",D,Expand-migrate-contract is what makes zero-downtime schema change possible.
CD-H013,cloud-devops,mcq,deployment,hard,Why is a database migration usually harder to roll back than code?,,,Data transformations can be lossy and irreversible,Migrations run slower,Code cannot be rolled back,They are equally hard,A,"This is why forward-only, additive migrations are preferred over reversible ones that drop data."
CD-H014,cloud-devops,mcq,deployment,hard,What makes a canary analysis meaningful rather than decorative?,,,Running it for a fixed time,Deploying to one instance,Watching the dashboard,Comparing the canary's metrics against a control cohort over enough traffic to be significant,D,"Without a baseline and enough volume, the canary tells you only that it started."
CD-H015,cloud-devops,scenario,capacity,hard,An exam platform must handle 50000 students but they arrive in booked slots of 5000. What is the correct design target?,,,50000 per second,One slot at a time,"Peak concurrency per slot, not the total registration count",50000 concurrent,C,Designing for the total when arrivals are staggered wastes money; designing for the slot is what matters.
CD-H016,cloud-devops,mcq,capacity,hard,Why is a queue in front of exam start useful only for a synchronised mass start?,,,Staggered arrivals never produce the burst a lobby exists to absorb,Queues always help,Queues reduce total load,It is never useful,A,Building a lobby for a workload that arrives smoothly is complexity with no payoff.
CD-H017,cloud-devops,mcq,capacity,hard,Why does Little's law matter for capacity planning?,,,It applies only to queues,It is not relevant,"Concurrency equals arrival rate times service time, so latency growth raises concurrency",It predicts failures,C,"A doubling of latency doubles in-flight requests at the same arrival rate, which is how pools exhaust."
CD-H018,cloud-devops,scenario,load-testing,hard,"A load test at 5000 concurrent passes, but the real event fails at 3000. What is the most likely difference?",,,3000 is more than 5000 in practice,The event was misconfigured,"The test did not reproduce the real mix of operations, data or authentication",The test tool was faster,C,"Load tests fail to predict when their workload model is unrealistic, not when the number is too low."
CD-H019,cloud-devops,mcq,load-testing,hard,Why should a load test generator be checked for its own saturation?,,,It is not necessary,A saturated generator reports the system as fast because it cannot send more load,Generators never saturate,It affects cost only,B,Client-side bottlenecks produce falsely reassuring results.
CD-H020,cloud-devops,mcq,load-testing,hard,What is coordinated omission in load testing?,,,Requests sent twice,Missing metrics,Sampling error,The tool waits for slow responses and therefore never records the requests it failed to send,D,It systematically understates latency exactly when the system is worst.
CD-H021,cloud-devops,scenario,observability,hard,"Error rate is normal, latency is normal, but users report failures. Where should you look?",,,"At what the metrics do not cover: a specific segment, region or code path outside the aggregate",At the CPU,At the deploy history only,"Nowhere, the metrics are correct",A,Aggregate health hiding a segment failure is the classic reason observability beats monitoring.
CD-H022,cloud-devops,mcq,observability,hard,Why can a metric with a 60-second scrape interval miss a real outage?,,,A shorter incident can fall entirely between two samples,Metrics are averages,Scraping is unreliable,It cannot,A,Resolution bounds what you can ever detect after the fact.
CD-H023,cloud-devops,mcq,observability,hard,Why is logging at debug level in production usually harmful?,,,It is not harmful,Logs are sampled anyway,Volume and I/O cost can degrade the service and bury the signal,Debug logs are unreadable,C,Dynamic log level adjustment for a subset of traffic is the better approach.
CD-H024,cloud-devops,scenario,security,hard,"A build server has permanent credentials that can deploy to production, and pull requests run arbitrary code. What is the exposure?",,,Any contributor can exfiltrate the credentials or deploy arbitrary code,Slower builds,"Nothing, PRs are reviewed",Only the branch is at risk,A,Untrusted code must run in a job with no privileged secrets; review happens after the job would already have run.
CD-H025,cloud-devops,mcq,security,hard,Why does image signing matter in a deployment pipeline?,,,It reduces size,It speeds up pulls,Signing is only for source code,It proves the artefact came from your build system and was not substituted,D,Admission control can then refuse to run anything unsigned.
CD-H026,cloud-devops,mcq,security,hard,Why is a container escape more damaging on a shared node?,,,The attacker reaches other tenants' workloads and the node's credentials,Nodes are isolated,Escapes are impossible,It affects only that pod,A,Node-level service account tokens and other pods' secrets become reachable.
CD-H027,cloud-devops,scenario,cost,hard,Cloud spend triples overnight with no traffic increase. What should you check first?,,,Traffic reports,"Nothing, spend fluctuates","Recent infrastructure changes and any runaway loop, retry storm or misconfigured autoscaler",The billing system,C,"Cost is a metric, and a step change in it has a cause worth finding the same day."
CD-H028,cloud-devops,mcq,cost,hard,Why can a cross-availability-zone data transfer charge dominate a chatty microservice architecture?,,,It applies only to storage,Transfers are not billed,Every inter-service call may cross a zone boundary and is billed per gigabyte,Zones are free,C,Zone-aware routing keeps traffic local when it can.
CD-H029,cloud-devops,mcq,iac,hard,Why is terraform destroy dangerous even when the plan looks right?,,,It only removes tags,It cannot be run in CI,"Resources holding data can be removed irreversibly, and dependencies may be shared",It is always safe,C,Deletion protection and lifecycle prevent_destroy exist for exactly this.
CD-H030,cloud-devops,mcq,iac,hard,Why does importing an existing resource into Terraform state require care?,,,Import is not supported,It duplicates the resource,It is always safe,A mismatch between the real resource and the written configuration produces a destructive plan,D,Always run a plan after import and expect it to show no changes.
CD-H031,cloud-devops,scenario,networking,hard,"Requests intermittently fail with connection resets only under load, and the service is behind NAT. What should you suspect?",,,TLS misconfiguration,Certificate expiry,Port exhaustion on the NAT gateway or ephemeral port range,DNS failure,C,Connection reuse and keep-alive dramatically reduce port churn.
CD-H032,cloud-devops,mcq,networking,hard,Why can enabling HTTP keep-alive reduce tail latency significantly?,,,It avoids TCP and TLS handshake cost on every request,It compresses responses,It multiplexes streams,It caches responses,A,"Handshakes are a fixed cost paid per connection, and they dominate short requests."
CD-H033,cloud-devops,code_output,linux,hard,What does this print if the file has 5 lines and none match?,"grep ""xyz"" file.txt | wc -l; echo $?",bash,1 then 0,0 then 0,5 then 1,0 then 1,B,"wc -l prints 0, and $? reflects wc's exit status which is 0, not grep's non-zero status. This is why pipefail matters."
CD-H034,cloud-devops,debug,linux,hard,Why does this cron job work manually but fail on schedule?,0 2 * * * /app/backup.sh,bash,cron runs with a minimal environment and different PATH than an interactive shell,cron cannot run scripts,The schedule is wrong,The script needs sudo,A,Use absolute paths and set required variables explicitly inside the script.
CD-H035,cloud-devops,mcq,linux,hard,Why can a process consume far more memory than the sum of its allocations suggests?,,,It cannot,Memory fragmentation and allocator behaviour mean freed memory is not returned to the OS,The kernel double counts,Memory reporting is wrong,B,RSS not falling after a workload ends is common and often not a leak.
CD-H036,cloud-devops,mcq,serverless,hard,Why can a serverless function that scales freely take down a downstream database?,,,Databases autoscale too,Unbounded concurrency translates directly into unbounded connections and query load,Functions cannot reach databases,It cannot,B,Reserved concurrency limits are how you protect a fixed-capacity dependency.
CD-H037,cloud-devops,mcq,serverless,hard,Why is a long-running background task a poor fit for a request-scoped function?,,,"Execution may be terminated at the timeout, leaving work half done",Functions cannot loop,It costs less,It is a good fit,A,Durable queues or workflow services exist for work that outlives a request.
CD-H038,cloud-devops,scenario,incident,hard,During an outage the dashboards are also down because they depend on the failing system. What principle was violated?,,,Dashboards are unnecessary,The system was too complex,Nothing was violated,Monitoring should not share a failure domain with what it monitors,D,Losing visibility exactly when you need it is a predictable and avoidable failure.
CD-H039,cloud-devops,mcq,incident,hard,Why is a runbook that assumes the author's context often useless at 3am?,,,Context does not matter,The responder may be unfamiliar with the system and cannot fill in unstated steps,Runbooks are always useless,It is too long,B,Runbooks should be written for the least-informed plausible responder.
CD-H040,cloud-devops,mcq,chaos,hard,What is the purpose of chaos engineering?,,,Deliberately injecting failures to verify the system degrades as designed,Testing randomly,Reducing test coverage,Simulating load,A,The value is confirming that your resilience assumptions hold before reality tests them.
