external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
DS-M054,data-science,mcq,missing-data,medium,What does missing at random mean?,,,Missingness depends on observed variables but not on the missing value itself,Values are missing completely by chance,Missingness depends on the unobserved value,Nothing is missing,A,"MCAR, MAR and MNAR require different handling, and the distinction determines whether imputation is valid."
DS-M055,data-science,mcq,missing-data,medium,Why is mean imputation problematic for a variable used in a regression?,,,It cannot be applied to floats,It adds outliers,It shrinks variance and weakens the relationship with the target,It is slow,C,"Filling with a constant pulls every imputed row toward the centre, biasing coefficients toward zero."
DS-M056,data-science,mcq,missing-data,medium,Why can a missingness indicator column be a useful feature?,,,It is never useful,The fact that a value is missing may itself be predictive,It replaces imputation,It reduces dimensionality,B,A field left blank often correlates with the behaviour you are modelling.
DS-M057,data-science,mcq,outliers,medium,Why is the z-score method for outlier detection unreliable on skewed data?,,,"It assumes symmetry, so it flags the wrong tail and misses real extremes",It requires large samples,It cannot handle negatives,It is reliable,A,IQR-based methods or robust z-scores handle asymmetric distributions better.
DS-M058,data-science,mcq,outliers,medium,Why should you record which rows were removed as outliers?,,,The removal is an analytical decision that changes results and must be reproducible,To free memory,To speed up reruns,It is not necessary,A,Undocumented filtering is the easiest way to make an analysis irreproducible.
DS-M059,data-science,scenario,etl,medium,A nightly job occasionally runs twice and duplicates rows. What design fixes this?,,,Running the job less often,Adding a longer timeout,Deleting duplicates afterwards,Idempotent writes keyed on a natural or batch identifier,D,Upsert on a stable key means a re-run overwrites rather than appends.
DS-M060,data-science,mcq,etl,medium,What is the difference between a full refresh and an incremental load?,,,Full rebuilds everything; incremental processes only new or changed records,Incremental is always slower,They produce different schemas,Full loads cannot be scheduled,A,Incremental is cheaper but must handle late-arriving and updated records correctly.
DS-M061,data-science,mcq,etl,medium,What problem do late-arriving records cause in an incremental pipeline?,,,They break the schema,They duplicate keys,They slow the job only,A record for an earlier period arrives after that period was already summarised,D,Watermarks and reprocessing windows are the standard handling.
DS-M062,data-science,mcq,warehouse,medium,What is a slowly changing dimension type 2?,,,Deleting changed rows,Storing changes in a separate database,Keeping history by adding a new row when an attribute changes,Overwriting the old value,C,Type 1 overwrites; type 2 preserves the historical value with validity dates.
DS-M063,data-science,mcq,warehouse,medium,Why does a star schema suit analytical queries?,,,It removes the need for indexes,It is required by SQL,A central fact table with denormalised dimensions keeps joins few and predictable,It normalises fully to save space,C,"Analytical workloads favour fewer, wider joins over the many small joins normalisation produces."
DS-M064,data-science,mcq,warehouse,medium,Why is a columnar storage format faster for analytical queries?,,,It has no indexes,Rows are smaller,"Only the columns a query touches are read, and similar values compress well",It stores less data,C,Row storage must read whole rows even when the query needs two columns.
DS-M065,data-science,mcq,python,medium,Why is a list comprehension usually preferable to appending in a loop?,,,It uses less memory always,It runs on multiple threads,Loops are deprecated,It is clearer and avoids repeated attribute lookup and method calls,D,"For very large data, a generator or vectorised operation is better still."
DS-M066,data-science,code_output,python,medium,What does this print?,"import numpy as np\na = np.array([1, 2, 3, 4])\nprint(a[a % 2 == 0].mean())",python,3.0,2.0,5.0,2.5,A,"The mask selects [2, 4] whose mean is 3.0."
DS-M067,data-science,code_output,python,medium,What does this print?,"import numpy as np\nprint(np.percentile([1, 2, 3, 4], 50))",python,2.5,3.0,2,2.0,A,The 50th percentile of an even-length sorted array interpolates between 2 and 3.
DS-M068,data-science,debug,python,medium,Why does this produce an unexpected result on a DataFrame column of strings?,df['amount'].sum(),python,The column must be sorted,It raises a TypeError always,"String columns concatenate rather than add, so numeric parsing was skipped",sum does not work on Series,C,A numeric column read as object type is a very common silent data bug.
DS-M069,data-science,mcq,evaluation,medium,Why report both MAE and RMSE for a regression model?,,,They are always equal,MAE is only for classification,RMSE is deprecated,"RMSE penalises large errors more, so the pair reveals whether errors are uniform or spiky",D,A large gap between them signals a few very large errors.
DS-M070,data-science,mcq,evaluation,medium,Why is MAPE problematic when actual values approach zero?,,,It is always too small,It requires normality,The percentage error explodes as the denominator shrinks,It cannot handle negatives only,C,Near-zero actuals dominate the metric regardless of practical importance.
DS-M071,data-science,mcq,evaluation,medium,Why should a forecasting model be compared against a naive baseline?,,,Predicting the last observed value is often surprisingly hard to beat,Baselines are required by convention,It speeds up training,Baselines are always worse,A,"Without it, a model that merely tracks yesterday looks impressive."
DS-M072,data-science,scenario,communication,medium,A stakeholder asks for 'the number' but the estimate has wide uncertainty. What is the right response?,,,Give the most optimistic figure,Give the estimate with its interval and explain what decisions it can and cannot support,Give the point estimate alone,Refuse to answer,B,Hiding uncertainty transfers risk to the decision-maker without telling them.
DS-M073,data-science,mcq,communication,medium,Why is it important to state the population a statistic describes?,,,It makes reports longer,It is a formatting convention,Populations are always obvious,The same number means different things for different populations,D,'40% of users' is meaningless without knowing which users and over what window.
DS-M074,data-science,mcq,reproducibility,medium,Why should analysis code set a random seed?,,,It improves accuracy,It speeds up sampling,Seeds are required by numpy,So results can be reproduced exactly by someone else,D,Reproducibility is what lets a reviewer verify rather than trust.
DS-M075,data-science,mcq,reproducibility,medium,Why is a notebook run out of order a reproducibility hazard?,,,Cells cannot be reordered,The visible output may not correspond to the code as written top to bottom,Notebooks cannot be versioned,It is slower,B,Hidden state means the notebook may not produce its own displayed results on a fresh run.
DS-M076,data-science,mcq,ethics,medium,Why is it problematic to test many hypotheses and report only the significant ones?,,,Significant results are always wrong,It is standard practice,It hides the multiple comparisons that made a false positive likely,It takes longer,C,Selective reporting is how a spurious finding becomes a published conclusion.
DS-M077,data-science,mcq,ethics,medium,What is p-hacking?,,,Sharing p-values publicly,Adjusting analysis choices until a result crosses the significance threshold,Computing p-values incorrectly,Using the wrong test,B,Pre-registering the analysis plan is the main defence.
DS-M078,data-science,scenario,ethics,medium,Your analysis contradicts what leadership expected and they ask you to 'look again'. What is the appropriate response?,,,Report both results without comment,Re-examine the method honestly and report the same conclusion if it holds,Adjust the filters until the expected result appears,Refuse to revisit it,B,Re-checking is legitimate; changing the answer to fit the expectation is not.
DS-M079,data-science,mcq,privacy,medium,Why can aggregate statistics still leak individual data?,,,Aggregates are always safe,Only raw data leaks,Encryption prevents it,Small groups and differencing between overlapping queries can isolate a person,D,Suppressing small cells and limiting query composition are standard mitigations.
DS-M080,data-science,mcq,privacy,medium,Why should a student dataset used for analytics exclude free-text comment fields by default?,,,They frequently contain identifying or sensitive information that no schema captures,They are large,They cannot be analysed,They break CSV parsing,A,Free text is where unexpected personal data hides.
DS-M081,data-science,mcq,sql,medium,Why is COUNT(DISTINCT x) expensive on large tables?,,,It is not expensive,"It must track every distinct value seen, which costs memory and prevents simple streaming",DISTINCT is not indexed,It scans twice,B,Approximate counting structures exist precisely because exact distinct counts are costly.
DS-M082,data-science,mcq,sql,medium,What does a CTE improve over a deeply nested subquery?,,,Index usage,Type safety,"Readability, and the ability to reference the same intermediate result more than once",Execution speed always,C,Performance depends on the engine; the reliable gain is that a human can follow it.
DS-M083,data-science,scenario,sql,medium,A dashboard query times out after the table grew tenfold. What should you check first?,,,"The execution plan, for a missing index or a scan that no longer fits",The dashboard tool,The network,The number of users,A,"Growth changes which plan is viable, and the plan tells you what actually changed."
DS-M084,data-science,mcq,modelling,medium,Why start with a simple model before a complex one?,,,"It sets a baseline and often proves sufficient, making the complexity unnecessary",Simple models are always better,Complex models cannot be validated,It is a formality,A,Complexity should have to justify itself against a working simpler alternative.
DS-M085,data-science,mcq,modelling,medium,Why can a model with excellent test performance still be useless in production?,,,Production data is smaller,It cannot happen,"The features may be unavailable, delayed, or computed differently at prediction time",Test sets are always wrong,C,"Feature availability at decision time is a design constraint, not an afterthought."
DS-M086,data-science,mcq,ab-testing,medium,Why should an A/B test run for at least one full weekly cycle?,,,Shorter tests are invalid by definition,User behaviour varies systematically by day of week,Statistical tests require seven days,It reduces the sample size needed,B,A test run Monday to Wednesday measures weekday behaviour only.
DS-M087,data-science,mcq,ab-testing,medium,What is a guardrail metric?,,,A metric monitored to ensure a change does not harm something important elsewhere,The primary success metric,A metric with a fixed threshold,A metric used for segmentation,A,A conversion win that doubles page load time is not a win.
DS-M088,data-science,mcq,ab-testing,medium,Why is randomising by user better than by request for most product tests?,,,Requests are harder to count,It reduces variance always,They are equivalent,"A user would otherwise see both variants, contaminating the comparison",D,The unit of randomisation must match the unit whose behaviour you are measuring.
DS-M089,data-science,mcq,exam-analytics,medium,"In exam analytics, what does a very low correct-answer percentage on one question usually indicate?",,,"The question may be ambiguous, mis-keyed or genuinely too hard, and needs review",The candidates were weak,The exam was too long,Nothing actionable,A,Item analysis exists to find broken questions rather than to judge candidates.
DS-M090,data-science,mcq,exam-analytics,medium,What does it mean if strong candidates get a question wrong more often than weak ones?,,,The item has negative discrimination and is probably flawed or mis-keyed,The question is appropriately hard,The sample is too small to interpret,Strong candidates rushed,A,Negative discrimination is the clearest statistical signal that an item is broken.
DS-H001,data-science,scenario,causal,hard,Users who use a feature retain far better. Product concludes the feature causes retention. What is the flaw?,,,There is no flaw,"Self-selection: engaged users choose the feature, so the causal arrow may run the other way",The sample is too small,Retention is measured wrongly,B,Only an experiment or a credible natural experiment separates the feature's effect from who chooses it.
DS-H002,data-science,mcq,causal,hard,"What is a collider, and why should you not control for one?",,,A confounder that must be controlled,A variable with no effect,A mediator,A variable caused by both the treatment and the outcome; conditioning on it creates spurious association,D,Controlling for a collider opens a non-causal path and can invent a relationship that does not exist.
DS-H003,data-science,mcq,causal,hard,Why should you not control for a mediator when estimating a total effect?,,,Mediators are unmeasurable,It has no impact,It is always required,"It removes the part of the effect that flows through it, leaving only the direct effect",D,"Whether to condition depends on which estimand you want, which must be decided before the analysis."
DS-H004,data-science,scenario,causal,hard,An instrument for a treatment also affects the outcome directly. What does this violate?,,,Random assignment,Nothing,"The exclusion restriction, which invalidates instrumental variable estimation",The parallel trends assumption,C,A valid instrument may only reach the outcome through the treatment.
DS-H005,data-science,mcq,statistics,hard,Why does a significant result in a very large sample not imply importance?,,,Large samples are biased,Significance is randomly assigned,It does imply importance,"With enough data, arbitrarily small differences become statistically detectable",D,"Report the effect size and its interval, not only the p-value."
DS-H006,data-science,mcq,statistics,hard,What is the base rate fallacy?,,,Confusing mean and median,Failing to normalise,Ignoring how rare an event is when interpreting a positive test result,Using the wrong average,C,A 99% accurate test for a 1-in-10000 condition still produces mostly false positives.
DS-H007,data-science,mcq,statistics,hard,Why is regression to the mean often mistaken for a treatment effect?,,,Treatments always work,Means are unstable,It is not a real phenomenon,Extreme groups selected on a noisy measure move toward average on their own,D,Selecting the worst performers and re-measuring shows improvement with no intervention at all.
DS-H008,data-science,scenario,statistics,hard,A remedial programme selects the lowest-scoring students and they improve on retest. What confounds the evaluation?,,,The programme is too short,The retest is easier,Nothing,"Regression to the mean, since the lowest scores partly reflect bad luck",D,"Without a control group of similarly-selected students, the improvement is uninterpretable."
DS-H009,data-science,mcq,statistics,hard,What does a confidence interval that includes zero tell you about an effect?,,,The test was invalid,The sample was too small,"The data are compatible with no effect, though not evidence that the effect is zero",The effect is definitely zero,C,Absence of evidence and evidence of absence differ; interval width carries the information.
DS-H010,data-science,mcq,statistics,hard,Why is the bootstrap unreliable for estimating the distribution of a maximum?,,,It is reliable,"Resampling cannot produce values beyond the observed maximum, so the tail is not represented",The bootstrap requires normality,Maxima are always normal,B,The bootstrap fails for statistics that depend heavily on the extreme tail.
DS-H011,data-science,scenario,ab-testing,hard,A test shows no significant difference. Leadership concludes the change had no effect. What is missing?,,,More metrics,A different test,Whether the test had power to detect an effect worth caring about,A larger significance threshold,C,"An underpowered null result is uninformative, not evidence of equivalence."
DS-H012,data-science,mcq,ab-testing,hard,What does a network effect do to an A/B test's validity?,,,It only affects large tests,"Treated users influence control users, so the groups are not independent",It increases power,It has no effect,B,Cluster randomisation at the network boundary is the usual mitigation.
DS-H013,data-science,mcq,ab-testing,hard,Why is CUPED used in experimentation?,,,It fixes sample ratio mismatch,"It reduces metric variance using pre-experiment data, increasing sensitivity",It corrects for multiple comparisons,It randomises assignment,B,Lower variance means a smaller detectable effect for the same sample size.
DS-H014,data-science,scenario,ab-testing,hard,A test is significant overall but reverses direction in the largest segment. How should you report it?,,,"Report both, and investigate whether the segments should be treated as different decisions",Report only the overall result,Report only the segment,Declare the test invalid,A,"Heterogeneous effects are information, not an inconvenience to average away."
DS-H015,data-science,mcq,time-series,hard,Why can two unrelated non-stationary series show a high correlation?,,,Shared trends produce spurious regression between series with no relationship,Correlation is always meaningful,Non-stationary series cannot be correlated,It requires seasonality,A,Differencing or cointegration testing is needed before interpreting the relationship.
DS-H016,data-science,mcq,time-series,hard,What does cointegration mean?,,,The series are identical,Both series are stationary,The series have equal variance,Two non-stationary series share a long-run equilibrium so a linear combination is stationary,D,It is what distinguishes a genuine long-run relationship from a spurious one.
DS-H017,data-science,scenario,time-series,hard,Your daily forecast is accurate except it consistently misses holidays badly. What is the fix?,,,Add explicit holiday regressors rather than expecting seasonality to capture them,Increase the training window,Use a more complex model,Remove holidays from the data,A,"Holidays move relative to the weekly and annual cycles, so periodic terms cannot represent them."
DS-H018,data-science,mcq,sql,hard,Why does COUNT(*) with a LEFT JOIN differ from COUNT(joined_column)?,,,COUNT(column) counts distinct values,COUNT(*) counts the NULL-extended rows; COUNT(column) skips them,They are identical,COUNT(*) is faster,B,This is the classic bug that reports 1 instead of 0 for empty groups.
DS-H019,data-science,debug,sql,hard,Why does this exclude customers with no orders despite the LEFT JOIN?,SELECT c.id FROM customers c\nLEFT JOIN orders o ON o.customer_id = c.id\nWHERE o.status = 'paid',sql,The tables are in the wrong order,The WHERE filter runs after the join and removes the NULL-extended rows,LEFT JOIN is written incorrectly,status cannot be filtered,B,"Move the condition into the ON clause, or test for NULL explicitly."
DS-H020,data-science,mcq,sql,hard,Why can a correlated subquery in a SELECT list be a performance trap?,,,"It may execute once per outer row, turning one query into thousands",Subqueries are never optimised,It cannot use indexes,It is a syntax error,A,A join or window function usually expresses the same thing in one pass.
DS-H021,data-science,mcq,sql,hard,What does the difference between logical and physical query order explain?,,,Why an alias defined in SELECT cannot be used in WHERE,Why joins are slow,Why indexes are needed,Why NULLs propagate,A,"WHERE is evaluated before SELECT, so the alias does not yet exist."
DS-H022,data-science,scenario,data-quality,hard,A metric is computed from two pipelines that disagree by 3%. Both look correct. What is the most productive next step?,,,Pick the higher one,Declare a 3% tolerance,Reconcile at the row level to find where the definitions diverge,Average the two,C,"Differences almost always trace to a definitional edge case, and averaging hides it permanently."
DS-H023,data-science,mcq,data-quality,hard,Why is a metric defined in three places a governance problem rather than a technical one?,,,The definitions drift and no one can say which number is authoritative,It uses more compute,It is slower to query,It is not a problem,A,A semantic layer with one definition is the structural fix.
DS-H024,data-science,mcq,evaluation,hard,Why is a model's calibration important even when its ranking is excellent?,,,Ranking is unimportant,It is not important,Decisions made on a probability threshold need the probabilities to mean what they say,Calibration improves AUC,C,A well-ranked but poorly calibrated model misprices every threshold-based decision.
DS-H025,data-science,mcq,evaluation,hard,What does a reliability diagram show?,,,Precision against recall,Training loss over epochs,Feature importance,"Predicted probability against observed frequency, revealing miscalibration",D,Points below the diagonal indicate overconfidence.
DS-H026,data-science,scenario,evaluation,hard,A model is evaluated on data from the same month it was trained on. Why is the estimate optimistic even without row overlap?,,,The rows are duplicated,The metric is wrong,It is not optimistic,"Temporal and contextual conditions are shared, so it does not test generalisation over time",D,Out-of-time validation is what tests whether the model survives a changing world.
DS-H027,data-science,mcq,sampling,hard,Why does importance sampling need care when the proposal has lighter tails than the target?,,,It runs slower,It is unaffected,Weights become unbounded and the estimator's variance explodes,It becomes biased only,C,"Rare but heavily weighted samples dominate, so the estimate is unstable."
DS-H028,data-science,mcq,dimensionality,hard,Why can t-SNE cluster separation be misleading?,,,It preserves global structure,It requires labels,Distances between clusters in the plot do not reflect distances in the original space,It is deterministic,C,Perplexity and initialisation also change the picture substantially.
DS-H029,data-science,mcq,dimensionality,hard,Why should PCA be fitted only on training data?,,,It makes no difference,Fitting on all data leaks test-set structure into the transformation,PCA cannot be fitted twice,It is slower otherwise,B,Any transformation learned from data is part of the model and must respect the split.
DS-H030,data-science,scenario,modelling,hard,A churn model's top feature is 'days since last login'. The business asks you to act on it. What is the problem?,,,"It is nearly the outcome restated, so it predicts well but suggests no intervention",The feature is unavailable,It is not predictive,The model is overfitting,A,"Predictive power and actionability are different properties, and a proxy for the label offers neither cause nor lever."
DS-H031,data-science,mcq,modelling,hard,Why can a highly accurate model be the wrong tool for a decision?,,,It cannot be,"The decision may need a causal effect, which a predictive model does not provide",Accuracy is unmeasurable,Models are always right,B,Prediction answers what will happen; intervention needs what happens if we act.
DS-H032,data-science,mcq,metrics,hard,Why is Goodhart's law relevant to KPI design?,,,Targets improve performance,It applies only to finance,"Once a measure becomes a target, people optimise the measure rather than the goal",Metrics are always wrong,C,Support teams closing tickets fast to hit a time metric is the everyday version.
DS-H033,data-science,scenario,metrics,hard,"Average handling time drops 30% after a team target is introduced, and repeat contacts rise. What happened?",,,The measurement broke,Customers changed,The improvement is real,The metric was optimised at the expense of the outcome it was meant to represent,D,A single-metric target without a guardrail reliably produces this.
DS-H034,data-science,mcq,privacy,hard,Why does releasing counts for very small groups risk re-identification?,,,It uses more storage,It does not,"A count of one identifies an individual, and differencing queries can isolate others",Small counts are inaccurate,C,Cell suppression and minimum group sizes exist for this reason.
DS-H035,data-science,mcq,privacy,hard,What does the composition problem mean for repeated queries on the same dataset?,,,Nothing,Privacy loss accumulates across queries even if each one seems safe,Queries get slower,Results become inconsistent,B,Differential privacy tracks a budget precisely because leakage adds up.
DS-H036,data-science,code_output,python,hard,What does this print?,"import pandas as pd\ndf = pd.DataFrame({'a': [1, None, 3]})\nprint(df['a'].sum(), len(df.dropna()))",python,4.0 2,nan 2,4.0 3,nan 3,A,"sum skips NaN giving 4.0, and dropna leaves the two complete rows."
DS-H037,data-science,debug,python,hard,Why does this comparison never match rows you expect?,df[df['date'] == '2026-01-01'],python,"The column holds datetime values, so equality against a date string compares against midnight only",Strings cannot be compared,The column is unsorted,The format is wrong,A,Any time component makes the equality fail. Compare on the normalised date or use a range.
DS-H038,data-science,mcq,python,hard,Why can float aggregation give different results depending on row order?,,,It cannot differ,"Floating-point addition is not associative, so rounding accumulates differently",pandas sorts internally,Sums are always exact,B,It matters when reconciling totals computed by two systems that process in different orders.
DS-H039,data-science,mcq,exam-analytics,hard,Why should item difficulty be estimated from candidate responses rather than assigned by the author?,,,"Authors systematically misjudge difficulty, and observed correct rates are empirical",Authors are unqualified,Difficulty cannot be assigned,It makes no difference,A,A blueprint built on assumed difficulty produces an exam whose actual difficulty is unknown.
DS-H040,data-science,scenario,exam-analytics,hard,An exam draws 15 questions from a 200-question bank per domain. Two candidates share 6 questions. Is that surprising?,,,"No — with random selection from a finite pool, some overlap is expected and should be quantified rather than assumed away","Yes, it proves the selection is broken","Yes, it proves collusion",Overlap is impossible,A,"Expected overlap is computable from the pool and draw sizes, and it is what tells you whether the pool is large enough."
