external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
AIML-M037,ai-ml,mcq,clustering,medium,Why can k-means perform poorly on elongated or crescent-shaped clusters?,,,It assumes roughly spherical clusters of similar size,It cannot handle numeric data,It requires labelled data,It only works in two dimensions,A,Minimising within-cluster variance around centroids implicitly assumes convex isotropic clusters.
AIML-M038,ai-ml,mcq,clustering,medium,What advantage does DBSCAN have over k-means?,,,It finds arbitrarily shaped clusters and labels outliers as noise,It runs faster on every dataset,It requires no parameters at all,It guarantees k clusters,A,Density-based clustering follows the shape of the data and does not force every point into a cluster.
AIML-M039,ai-ml,mcq,dimensionality-reduction,medium,Why must features be standardised before PCA?,,,Otherwise features with larger units dominate the principal components,PCA cannot handle negative numbers,It reduces the number of components needed to one,Standardisation is not required,A,"PCA maximises variance, and variance is unit-dependent, so an unscaled feature in large units hijacks the first component."
AIML-M040,ai-ml,mcq,dimensionality-reduction,medium,What does t-SNE preserve well and what does it not?,,,Local neighbourhoods well; global distances poorly,Global distances well; local structure poorly,Both perfectly,Neither,A,"Cluster separation distances in a t-SNE plot are not meaningful, which is why they should not be interpreted as similarity."
AIML-M041,ai-ml,scenario,training,medium,Training loss is NaN after a few hundred steps. Which is the most likely cause?,,,Exploding gradients or a learning rate that is too high,Too much training data,The batch size is even,Not enough epochs,A,Numeric blow-up from oversized updates is the usual culprit; gradient clipping and a lower learning rate are the standard fixes.
AIML-M042,ai-ml,mcq,training,medium,What does gradient clipping do?,,,Caps gradient magnitude so a single huge update cannot destabilise training,Removes small gradients entirely,Reduces the number of parameters,Speeds up the forward pass,A,"Clipping bounds the update size, which keeps recurrent and deep models from diverging."
AIML-M043,ai-ml,mcq,computer-vision,medium,Why is data augmentation especially useful for image models?,,,It multiplies effective training data with label-preserving transformations,It reduces image resolution,It removes the need for a validation set,It converts images to grayscale,A,"Flips, crops and colour jitter teach invariances the model should have without collecting more labelled images."
AIML-M044,ai-ml,scenario,computer-vision,medium,You augment a digit-recognition dataset with horizontal flips and accuracy drops. Why?,,,"Flipping changes the label for digits like 2 and 5, so the augmentation is not label-preserving",Flipping always hurts accuracy,The model needs more epochs,Flips reduce image quality,A,Augmentation must preserve the label. A horizontally flipped digit is usually not the same digit.
AIML-M045,ai-ml,mcq,transfer-learning,medium,"When fine-tuning a pretrained network on a small dataset, why freeze early layers?",,,They capture general features and would overfit if retrained on little data,They are the slowest to compute,They contain no useful information,Freezing increases model capacity,A,Early layers learn generic edges and textures. Retraining them on a small set destroys good features and overfits.
AIML-M046,ai-ml,mcq,probability,medium,A test is 99% accurate for a disease affecting 1 in 10000. A random person tests positive. Roughly what is the chance they have it?,,,About 1%,About 99%,About 50%,About 90%,A,"With 10000 people you get ~1 true positive and ~100 false positives, so a positive result is right about 1% of the time. Base rates dominate."
AIML-M047,ai-ml,mcq,probability,medium,What does it mean for a classifier to be well calibrated?,,,"Among predictions of 0.7, about 70% are actually positive",Its accuracy is above 70%,Its outputs sum to 1,It never predicts values below 0.5,A,"Calibration is about the probabilities being honest, which is separate from ranking or accuracy."
AIML-M048,ai-ml,mcq,probability,medium,What does maximum likelihood estimation choose?,,,The parameters that make the observed data most probable,The parameters with the smallest magnitude,The model with the fewest features,The prediction with highest confidence,A,MLE maximises the probability of the observed sample under the model.
AIML-M049,ai-ml,mcq,linear-models,medium,What does multicollinearity do to a linear regression?,,,Coefficient estimates become unstable and hard to interpret,Predictions become impossible,The intercept disappears,Training fails to converge every time,A,"Correlated predictors make the coefficient split between them arbitrary, even when overall predictions stay reasonable."
AIML-M050,ai-ml,mcq,linear-models,medium,Why does adding more features almost always raise R-squared on the training set?,,,Extra parameters can only fit the training data at least as well,R-squared measures generalisation,It reduces bias to zero,More features always mean more signal,A,"R-squared never decreases when you add predictors, which is why adjusted R-squared exists."
AIML-M051,ai-ml,code_output,pandas,medium,What does this print?,"import pandas as pd\ndf = pd.DataFrame({'a': [1, 2, 2, 3]})\nprint(df['a'].nunique())",python,3,4,2,1,A,"There are three distinct values: 1, 2 and 3."
AIML-M052,ai-ml,code_output,pandas,medium,What does this print?,"import pandas as pd\nimport numpy as np\ns = pd.Series([1, np.nan, 3])\nprint(s.mean())",python,2.0,nan,1.3333333333333333,4.0,A,"pandas skips NaN by default, so the mean is (1+3)/2 = 2.0."
AIML-M053,ai-ml,debug,pandas,medium,Why does this produce a SettingWithCopyWarning and possibly fail to update df?,subset = df[df['age'] > 30]\nsubset['flag'] = True,python,subset may be a view rather than a copy so the assignment may not propagate,'flag' is a reserved column name,Boolean indexing is not allowed,df must be sorted first,A,Chained indexing leaves pandas unsure whether you have a view or a copy. Use .loc or an explicit .copy().
AIML-M054,ai-ml,mcq,decision-trees,medium,What does Gini impurity measure at a node?,,,How mixed the class labels are within that node,The depth of the tree,The number of samples reaching the node,The prediction error on the test set,A,Gini is zero when a node is pure and rises as classes become evenly mixed.
AIML-M055,ai-ml,mcq,decision-trees,medium,Why do decision trees favour high-cardinality categorical features when splitting?,,,Many distinct values give many candidate splits that can fit noise,They are always more informative,They are processed first alphabetically,Trees cannot use low-cardinality features,A,"More split candidates means more chances to find a spuriously good split, which biases importance measures."
AIML-M056,ai-ml,mcq,evaluation,medium,Why can accuracy on a stratified sample differ from accuracy in production?,,,Production class balance may differ from the sample you evaluated on,Accuracy is not a real metric,Stratification always inflates scores,Production always has more features,A,A metric is only meaningful relative to the distribution it was measured on.
AIML-M057,ai-ml,scenario,evaluation,medium,A recommender is evaluated by offline accuracy on historical clicks and does badly in an A/B test. What is the most likely reason?,,,"Historical clicks reflect what the old system showed, not true preference",Offline metrics are never useful,The A/B test was too short by definition,The model needs more layers,A,"Logged interactions are confounded by the previous policy's exposure, so offline replay is biased."
AIML-M058,ai-ml,mcq,reinforcement-learning,medium,What does the discount factor gamma control?,,,How much future rewards count relative to immediate ones,The learning rate,The exploration probability,The size of the state space,A,A gamma near zero makes the agent myopic; near one makes it value long-term return.
AIML-M059,ai-ml,mcq,reinforcement-learning,medium,What is the difference between on-policy and off-policy learning?,,,Off-policy can learn about one policy while following another,On-policy requires a simulator,Off-policy cannot use a replay buffer,They differ only in reward scaling,A,Q-learning is off-policy because it learns the greedy policy's value while acting with exploration.
AIML-M060,ai-ml,mcq,generative,medium,What are the two competing networks in a GAN?,,,A generator producing samples and a discriminator judging them,An encoder and a decoder,A teacher and a student,A policy and a value network,A,The generator tries to fool the discriminator while the discriminator learns to detect fakes.
AIML-M061,ai-ml,mcq,generative,medium,What is mode collapse in a GAN?,,,The generator produces only a narrow subset of the possible outputs,The discriminator stops training,The loss becomes negative,The latent space grows too large,A,The generator finds a few outputs that reliably fool the discriminator and stops covering the real distribution.
AIML-M062,ai-ml,mcq,generative,medium,What does an autoencoder's bottleneck layer force?,,,A compressed representation that keeps only what is needed to reconstruct,Faster training,More output classes,Higher input resolution,A,The narrow layer means the network must discard redundancy and keep informative structure.
AIML-M063,ai-ml,scenario,llm,medium,A retrieval-augmented system returns confident but wrong answers. Retrieval scores are low. What should you fix first?,,,"The retrieval stage, since the generator is being fed poor context",The generation temperature,The output token limit,The system prompt wording,A,"A generator cannot fix missing evidence. Low retrieval scores point at chunking, embedding or index quality."
AIML-M064,ai-ml,mcq,llm,medium,Why does chunk size matter in a retrieval pipeline?,,,Chunks too large dilute the embedding; too small lose the surrounding context,It only affects storage cost,Larger chunks are always better,It determines the model's parameter count,A,Embedding quality depends on a chunk being topically coherent yet self-contained.
AIML-M065,ai-ml,mcq,llm,medium,What does a lower sampling temperature do to generated text?,,,Makes it more deterministic and repetitive,Makes it more random,Increases the context window,Reduces the vocabulary size,A,Temperature sharpens or flattens the output distribution; low temperature concentrates probability on the top tokens.
AIML-M066,ai-ml,mcq,evaluation,medium,Why is a single train/test split less reliable than cross-validation on a small dataset?,,,The estimate depends heavily on which rows happened to land in the test set,It takes longer to compute,It cannot be used for classification,It always overestimates performance,A,"With few samples, split-to-split variance is large, so one number is a noisy estimate."
AIML-M067,ai-ml,mcq,feature-engineering,medium,What is target encoding and what is its main risk?,,,Replacing a category with its mean target; it leaks the target if computed naively,Scaling features to unit variance; it is always safe,One-hot encoding with fewer columns; it has no risk,Removing rare categories; it reduces bias,A,Using the target to build a feature leaks unless it is computed out-of-fold.
AIML-M068,ai-ml,mcq,feature-engineering,medium,Why can adding an interaction term help a linear model?,,,It lets the effect of one feature depend on the value of another,It reduces the number of parameters,It removes multicollinearity,It normalises the target,A,A plain linear model assumes additive independent effects; interactions relax that.
AIML-M069,ai-ml,scenario,data-quality,medium,Your labels were produced by three annotators who disagree on 30% of samples. What should you do before training?,,,Measure inter-annotator agreement and resolve or model the ambiguity,Train anyway and hope it averages out,Delete every disputed sample without inspection,Use only the fastest annotator's labels,A,A 30% disagreement rate caps achievable accuracy and may indicate the label definition itself is unclear.
AIML-M070,ai-ml,mcq,data-quality,medium,What is label noise and why does it matter?,,,Incorrect target values that place a ceiling on achievable performance,Random variation in features,Duplicate rows in the dataset,Missing values in a column,A,A model cannot be more accurate than its labels; noisy labels also encourage overfitting to the errors.
AIML-M071,ai-ml,mcq,neural-networks,medium,What is the practical effect of increasing batch size at a fixed learning rate?,,,"Gradient estimates get less noisy, which can slow escape from sharp minima",The model gains capacity,Training always converges faster in wall-clock time,Regularisation increases,A,"Larger batches reduce gradient noise, and that noise is part of what helps generalisation, so learning rate usually scales with batch size."
AIML-M072,ai-ml,mcq,neural-networks,medium,Why is a learning rate warmup often used with transformers?,,,Large early updates on freshly initialised weights destabilise training,It reduces memory usage,It replaces the need for an optimiser,It shortens the sequence length,A,"Ramping up avoids the large, poorly-directed steps that adaptive optimisers take before their moment estimates settle."
AIML-M073,ai-ml,debug,training,medium,Validation accuracy is far higher than training accuracy every epoch. What is the most likely explanation?,,,Regularisation such as dropout is active in training but not in evaluation,The model is underfitting,The validation set is corrupted,The learning rate is too low,A,"Dropout and similar layers handicap the training-time forward pass, so a modest gap in this direction is expected."
AIML-M074,ai-ml,mcq,deployment,medium,What is shadow deployment?,,,Running a new model alongside production on real traffic without serving its output,Deploying to a backup region,Training on production data,Serving a cached model,A,It validates behaviour on live traffic with zero user risk before switching over.
AIML-M075,ai-ml,mcq,deployment,medium,Why version the training data alongside the model?,,,A model is not reproducible without the exact data that produced it,To reduce storage costs,To speed up inference,Because the framework requires it,A,Reproducing or debugging a model months later requires knowing what it was actually trained on.
AIML-M076,ai-ml,scenario,monitoring,medium,A model's accuracy cannot be measured live because labels arrive 60 days later. What should you monitor meanwhile?,,,Input feature distributions and prediction distribution for drift,Nothing until labels arrive,Only server CPU usage,Only the model file checksum,A,Unlabelled proxies such as input and output drift are the available early signal when ground truth is delayed.
AIML-M077,ai-ml,mcq,clustering,medium,What does the silhouette score measure?,,,How much closer a point is to its own cluster than to the nearest other cluster,The number of clusters,The total within-cluster variance only,The purity against true labels,A,It ranges from -1 to 1 and combines cohesion and separation without needing labels.
AIML-M078,ai-ml,mcq,dimensionality-reduction,medium,What does the explained variance ratio of a principal component tell you?,,,The share of total dataset variance that component accounts for,The correlation between two features,The accuracy of a downstream model,The number of samples used,A,It is how you decide how many components to keep for a target level of retained information.
AIML-M079,ai-ml,mcq,nlp,medium,Why does cosine similarity often work better than Euclidean distance for text embeddings?,,,"It compares direction and ignores magnitude, which varies with document length",It is faster to compute,Euclidean distance is undefined in high dimensions,It always produces values above zero,A,Longer documents produce larger vectors; direction carries the semantic content.
AIML-M080,ai-ml,mcq,nlp,medium,What is named entity recognition?,,,"Labelling spans of text as people, places, organisations and similar",Translating text between languages,Detecting the sentiment of a sentence,Splitting text into sentences,A,NER is a sequence labelling task that identifies and types real-world entity mentions.
AIML-M081,ai-ml,scenario,ethics,medium,A model is highly accurate overall but much worse for one demographic group. What is the responsible response?,,,Report disaggregated performance and address the gap before deploying,"Deploy, since overall accuracy is high",Remove that group from the test set,Increase the overall accuracy target,A,"Aggregate metrics hide subgroup failures, and shipping a model that works worse for a group is a real harm."
AIML-M082,ai-ml,mcq,ethics,medium,Why is a human-in-the-loop review often required for high-stakes automated decisions?,,,Models make confident errors and consequential decisions need accountable oversight,It makes the model more accurate,It removes the need for testing,Regulations never allow automation,A,Oversight provides recourse and catches the failures a model cannot flag itself.
AIML-M083,ai-ml,mcq,optimisation,medium,What does a learning rate schedule that decays over training achieve?,,,"Large early steps to explore, small later steps to settle into a minimum",Faster data loading,Fewer parameters,Automatic feature selection,A,Decaying the step size lets the model make progress early and refine precisely later.
AIML-M084,ai-ml,mcq,optimisation,medium,Why are saddle points more of a problem than local minima in high-dimensional deep learning?,,,They are far more common in high dimensions and gradients near them are tiny,They have higher loss than any minimum,They cause NaN values,They only occur with Adam,A,"In many dimensions, critical points are overwhelmingly saddles rather than true local minima."
AIML-M085,ai-ml,mcq,ensembles,medium,What is stacking?,,,Training a meta-model on the predictions of several base models,Adding more layers to a network,Running the same model several times,Concatenating datasets,A,A second-level learner discovers how best to combine the base models' outputs.
AIML-M086,ai-ml,mcq,evaluation,medium,Why should a baseline model be built before a complex one?,,,It establishes the score any complex model must beat to be worth its cost,It is required by most frameworks,Baselines are always more accurate,It replaces the need for a test set,A,Without a baseline you cannot tell whether the complex model earns its complexity.
AIML-M087,ai-ml,scenario,model-selection,medium,Model A scores 0.842 and model B 0.847 on one validation split. What should you conclude?,,,Probably nothing yet — the difference may be within noise,B is clearly better,A is more robust,The test set is broken,A,A single split's difference of half a point is usually inside the variance; repeated splits or a confidence interval are needed.
AIML-M088,ai-ml,mcq,computer-vision,medium,Why do object detectors output both a class and a bounding box?,,,Detection localises objects as well as identifying them,Classification alone is too slow,Boxes reduce memory usage,The class is derived from the box coordinates,A,"Detection answers what and where, unlike classification which answers only what."
AIML-M089,ai-ml,mcq,computer-vision,medium,What does intersection over union measure?,,,Overlap between a predicted box and the ground-truth box,The number of detected objects,Pixel brightness similarity,The model's confidence score,A,IoU is the area of overlap divided by the area of union and is the standard localisation quality measure.
AIML-M090,ai-ml,mcq,training,medium,What does a stratified train/test split preserve?,,,The class distribution in both splits,The original row order,The feature scaling,The number of features,A,"Stratification keeps each split representative, which matters most when classes are imbalanced."
AIML-H001,ai-ml,scenario,data-leakage,hard,A medical model is trained on scans from two hospitals: hospital A has 90% positive cases and B has 10%. The model achieves 0.97 AUC but fails on a third hospital. What is the most likely cause?,,,It learned scanner-specific artefacts that correlate with hospital and therefore with label,The model is underfitting,The AUC metric is inappropriate here,The third hospital has fewer samples,A,"When a confound correlates almost perfectly with the label, the model learns the confound. This is why site-stratified validation matters in medical imaging."
AIML-H002,ai-ml,scenario,evaluation,hard,You improve a model from 0.80 to 0.86 AUC but the business metric does not move. Which explanation is most plausible?,,,The decision threshold and downstream action were unchanged so the ranking gain was never realised,AUC is always meaningless,The improvement was statistically impossible,The business metric is broken,A,Better ranking only creates value if the operating point and the action taken on it change. AUC gains do not automatically convert.
AIML-H003,ai-ml,scenario,imbalance,hard,A model must flag 0.1% positives. You are told to maximise recall at a precision floor of 20%. What is the right evaluation approach?,,,Sweep thresholds and report recall at the highest threshold meeting the precision floor,Report accuracy at the default 0.5 threshold,Report ROC AUC only,Balance the classes and report accuracy,A,"The requirement defines a constrained operating point, so the evaluation must search the threshold curve for it rather than use a default."
AIML-H004,ai-ml,debug,training,hard,A model trains well on one GPU but loss diverges on eight with the same hyperparameters. What is the most likely cause?,,,The effective batch size grew 8x while the learning rate stayed the same,Multi-GPU training is inherently unstable,The dataset is too small,Gradients cannot be synchronised,A,"Data-parallel training multiplies the effective batch. Learning rate normally scales with it, or warmup is needed."
AIML-H005,ai-ml,debug,sklearn,hard,Cross-validated accuracy is 0.99 but production accuracy is 0.6. The data has multiple rows per customer. What is wrong?,,,Rows from the same customer appear in both training and validation folds,Cross-validation always overestimates,The model needs more trees,Accuracy is the wrong metric,A,Grouped data requires GroupKFold. Otherwise near-duplicate rows leak across folds and the estimate is meaningless.
AIML-H006,ai-ml,scenario,time-series,hard,A demand model uses a 7-day rolling average feature computed over the full dataset before splitting. Why is the reported score invalid?,,,The rolling window at the split boundary includes future values,Rolling averages are never valid features,The window is too short,Splitting is unnecessary for time series,A,Any feature computed with a window that crosses the split leaks future information into training.
AIML-H007,ai-ml,mcq,probability,hard,Two features each have zero correlation with the target but together predict it perfectly. What does this show?,,,Univariate feature screening can discard features that only matter in interaction,Correlation is always sufficient,The target is mislabelled,The features are redundant,A,"XOR is the canonical example: each input is independent of the output alone, but jointly they determine it."
AIML-H008,ai-ml,mcq,probability,hard,Why does the curse of dimensionality break distance-based methods?,,,In high dimensions the ratio of nearest to farthest distance approaches one,Distances become negative,Memory usage grows exponentially,Features become correlated,A,"When all points are nearly equidistant, 'nearest neighbour' stops carrying information."
AIML-H009,ai-ml,scenario,interpretability,hard,"Permutation importance ranks a feature as unimportant, but removing it and retraining drops accuracy sharply. How is that possible?",,,A correlated feature substitutes for it when it is permuted but not when it is removed,Permutation importance is always wrong,The model was not retrained correctly,The feature has too many missing values,A,"Permutation leaves correlated partners intact, so the model still gets the information. Correlated features split their apparent importance."
AIML-H010,ai-ml,mcq,interpretability,hard,What assumption does a partial dependence plot make that is often violated?,,,That the varied feature is independent of the others,That the model is linear,That the target is binary,That the data is standardised,A,"PDPs average over the marginal distribution, which creates unrealistic feature combinations when features are correlated."
AIML-H011,ai-ml,scenario,deployment,hard,Training and serving use the same model file but produce different predictions for identical inputs. Where should you look first?,,,"The feature computation path, which usually differs between batch training and online serving",The model weights,The GPU driver,The random seed,A,"Training/serving skew is nearly always a feature pipeline difference, not the model itself."
AIML-H012,ai-ml,mcq,deployment,hard,Why can a model retrained on its own predictions degrade over time?,,,A feedback loop reinforces the model's existing biases as ground truth,Retraining always reduces accuracy,The data becomes too large,Predictions cannot be stored,A,"If the model influences which outcomes are observed and those become labels, errors become self-confirming."
AIML-H013,ai-ml,mcq,neural-networks,hard,Why does layer normalisation suit transformers better than batch normalisation?,,,It normalises per sample so it works with variable-length sequences and small batches,It uses fewer parameters,It is faster on GPUs,Batch norm cannot be differentiated,A,"Batch norm's statistics depend on the batch, which is unstable for sequence models and at inference with batch size one."
AIML-H014,ai-ml,mcq,neural-networks,hard,What does the lottery ticket hypothesis claim?,,,A dense network contains a sparse subnetwork that trains to comparable accuracy alone,Random initialisation does not matter,Larger networks always generalise better,Pruning must happen before initialisation,A,"It claims that with the original initialisation, a small winning subnetwork exists and can be trained in isolation."
AIML-H015,ai-ml,mcq,optimisation,hard,Why can a model with more parameters than training samples still generalise well?,,,Optimisation is implicitly biased toward simple solutions among the many that fit,It cannot; this always overfits,The extra parameters are ignored,More parameters reduce variance directly,A,"Overparameterised networks reach zero training error yet generalise, which classical bias-variance theory does not predict; implicit regularisation from SGD is the leading explanation."
AIML-H016,ai-ml,mcq,optimisation,hard,What is double descent?,,,"Test error falls, rises near the interpolation threshold, then falls again as capacity grows",Loss decreasing twice per epoch,Two optimisers running in sequence,A learning rate that decays twice,A,The classical U-curve is followed by a second descent past the point where the model can exactly fit the training data.
AIML-H017,ai-ml,scenario,bias,hard,A model satisfies demographic parity but a regulator objects that qualified applicants are rejected. What is the tension?,,,Demographic parity ignores whether the outcome is deserved; equal opportunity targets that instead,The model is simply broken,Demographic parity is never appropriate,The regulator misunderstands fairness,A,Equal selection rates and equal true positive rates are different criteria and can conflict when base rates differ.
AIML-H018,ai-ml,mcq,bias,hard,Why does removing a protected attribute not guarantee a fair model?,,,"Proxies reconstruct it, and you also lose the ability to measure disparity",It does guarantee fairness,Models require every attribute,Protected attributes are never predictive,A,"Fairness through unawareness fails on both counts: the information persists through correlates, and you can no longer audit for it."
AIML-H019,ai-ml,code_output,numpy,hard,What does this print?,"import numpy as np\na = np.array([1.0, 2.0, 3.0])\nb = a\nb += 1\nprint(a)",python,[2. 3. 4.],[1. 2. 3.],[2. 3. 4.] and a copy warning,It raises an error,A,"b is a reference to the same array and += modifies it in place, so a changes too."
AIML-H020,ai-ml,code_output,numpy,hard,What does this print?,"import numpy as np\nprint(np.array([0.1, 0.2, 0.3]).sum() == 0.6)",python,False,True,It raises a TypeError,None,A,"Binary floating point cannot represent these decimals exactly, so the sum differs from 0.6 by a tiny amount. Use np.isclose."
AIML-H021,ai-ml,debug,pytorch,hard,Evaluation accuracy is unexpectedly poor and varies run to run. What is missing?,"model.train()\nfor x, y in val_loader:\n    with torch.no_grad():\n        pred = model(x)",python,model.eval() is needed so dropout and batch norm switch to inference behaviour,torch.no_grad() is wrong here,The loader must be shuffled,The model needs retraining,A,"Leaving the model in train mode keeps dropout active and batch norm using batch statistics, which corrupts evaluation."
AIML-H022,ai-ml,debug,training,hard,A model achieves 100% training accuracy in the first epoch on a large dataset. What should you suspect?,,,A leaked target feature or duplicated data rather than a genuinely easy problem,An unusually good initialisation,Too small a learning rate,Too many layers,A,"Results that are too good arrive far more often from leakage than from genius, and should be investigated before celebrating."
AIML-H023,ai-ml,scenario,model-selection,hard,You test 200 hyperparameter configurations and pick the best validation score. Why is that score optimistically biased?,,,Selecting the maximum over many noisy estimates favours lucky configurations,Validation sets are always biased,200 is too few trials,Hyperparameters cannot be tuned this way,A,The winner's curse: the maximum of many noisy measurements exceeds the true best expected value. A held-out test set is needed.
AIML-H024,ai-ml,mcq,model-selection,hard,Why can random search beat grid search for hyperparameter tuning?,,,It explores more distinct values of the parameters that actually matter,It uses fewer total trials by definition,Grid search cannot handle continuous ranges,It guarantees the global optimum,A,Grid search wastes trials on repeated values of unimportant parameters; random search samples each dimension more richly.
AIML-H025,ai-ml,mcq,transformers,hard,Why does KV caching speed up autoregressive generation?,,,Previously computed keys and values are reused instead of recomputed each step,It compresses the model weights,It reduces the vocabulary,It skips the attention layer,A,"Without caching, each new token would recompute attention over the entire prefix, making generation quadratic in output length."
AIML-H026,ai-ml,mcq,transformers,hard,What does grouped-query attention trade away to save memory?,,,"Some key/value head diversity, by sharing them across query heads",Model depth,Positional information,Training stability,A,Fewer distinct key/value heads shrink the KV cache substantially at a modest quality cost.
AIML-H027,ai-ml,scenario,llm,hard,"An LLM evaluator scores your system's outputs higher when they are longer, regardless of quality. What is this and how do you address it?",,,Length bias in the judge; control for length or use pairwise comparison with position swapping,A genuine quality signal,A tokenisation bug,An artefact of temperature,A,LLM judges have known biases toward verbosity and position. Controlled comparison designs mitigate them.
AIML-H028,ai-ml,mcq,llm,hard,Why does a model fine-tuned on a narrow task often lose general capability?,,,Catastrophic forgetting: weights shift away from the general solution,The tokeniser changes,The context window shrinks,Fine-tuning removes parameters,A,Gradient updates on a narrow distribution overwrite representations that supported the broader behaviour.
AIML-H029,ai-ml,mcq,llm,hard,What does LoRA change during fine-tuning?,,,Only small low-rank adapter matrices while base weights stay frozen,Every weight in the model,The tokeniser vocabulary,The attention mechanism itself,A,Training a low-rank update drastically cuts trainable parameters and memory while keeping most of the quality.
AIML-H030,ai-ml,scenario,clustering,hard,k-means on standardised data gives clusters that just reflect the first principal component. What does that suggest?,,,"The data may have no genuine cluster structure, only a continuum of variation",k was set too high,The data was not standardised correctly,k-means is broken,A,Clustering algorithms always return clusters. Splitting along the dominant axis of variation is what happens when no real groups exist.
AIML-H031,ai-ml,mcq,evaluation,hard,Why is comparing two models on the same test set with a paired test more powerful than comparing means?,,,"It removes per-example difficulty variance, isolating the model difference",It requires fewer samples always,It works without labels,Unpaired tests are invalid,A,"Pairing on the same examples controls for the shared variation, making the test far more sensitive."
AIML-H032,ai-ml,mcq,probability,hard,Why does Simpson's paradox matter when evaluating a model across segments?,,,A trend present in every segment can reverse when the segments are pooled,It only affects small datasets,It applies only to regression,It is a rounding artefact,A,Aggregate performance can contradict every subgroup result when the segments have different sizes and base rates.
AIML-H033,ai-ml,scenario,monitoring,hard,Input distributions are stable but model accuracy is falling. What kind of drift is this?,,,Concept drift: the relationship between inputs and target has changed,Covariate shift,Label noise only,No drift at all,A,"When P(X) is stable but P(y given X) changes, the mapping the model learned no longer holds."
AIML-H034,ai-ml,mcq,monitoring,hard,Why is population stability index computed per feature rather than on the prediction alone?,,,"It localises which input has shifted, which the prediction alone cannot tell you",Predictions cannot be binned,PSI only works on categorical data,It is required for regulatory filing,A,"A shifted output tells you something moved; per-feature PSI tells you what, which is what you need to act."
AIML-H035,ai-ml,mcq,ensembles,hard,Why does bagging reduce variance but barely change bias?,,,Averaging independent estimators shrinks variance while leaving the shared systematic error,It changes the model class,It adds regularisation to each tree,It reduces the training set size,A,"Each bootstrap model has roughly the same bias, which averaging preserves, while their independent errors cancel."
AIML-H036,ai-ml,mcq,computer-vision,hard,Why is a model trained only on daytime images likely to fail at night even with augmentation?,,,Brightness augmentation does not reproduce the true sensor noise and lighting physics,Augmentation always works,Night images have fewer pixels,The model needs more layers,A,Synthetic transformations approximate a distribution shift; they do not replace real data from the target conditions.
AIML-H037,ai-ml,mcq,feature-engineering,hard,Why must out-of-fold target encoding be used rather than encoding on the full training set?,,,Encoding a row using its own target leaks the answer into the feature,It is faster,It produces fewer categories,Full-set encoding is undefined,A,"In-fold encoding gives each row a feature partly derived from its own label, which the model exploits and production cannot reproduce."
AIML-H038,ai-ml,scenario,ethics,hard,"A model is 94% accurate and replaces a human process that was 91% accurate, but its errors cluster on one rare group. What is the correct framing?",,,"Aggregate improvement can still be a regression for the affected group, which must be weighed explicitly",Higher accuracy always justifies deployment,The group is too small to matter,Human processes are always fairer,A,"Distributional effects matter, not only the mean. Concentrated harm is not offset by diffuse gains."
AIML-H039,ai-ml,mcq,reinforcement-learning,hard,What is reward hacking?,,,An agent maximises the stated reward in a way that violates the intended goal,The reward function crashing,An agent that never explores,Rewards being delayed,A,"The specified objective is a proxy; agents optimise the proxy exactly, including its loopholes."
AIML-H040,ai-ml,mcq,generative,hard,Why is FID preferred over per-image quality scores for evaluating generative models?,,,It compares the distribution of generated samples against real ones rather than judging images individually,It is faster,It needs no reference data,It works without a feature extractor,A,A model producing one perfect image repeatedly should score badly; distribution-level metrics capture coverage as well as fidelity.
